Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,optimal_saving  ,"optimal_saving,suitable_investment_type,suitable_equity_allocation"
4/1/2025 22:30,1,Stagehand,3,60000,380000,"Salary, Freelancing",,Yes,No,,"90,000",110000,40000,No,150000,50000,50,2.5,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,Secretary,3,1000000,250 000,Freelancing,pension,Yes,No,,"90,000",10 000,130000,No,5000,"75,000",55,0.005,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,0,Chemical Lab Technician,4,250000,"240,000","Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,125000,No,45000,85000,20,0.18,General Finance,Consult a financial advisor,,
13/12/2024 15:01:49,0,Sound Engineer,4,130000,500000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",100000,140 000,No,25000,50000,44,0.19230769230769232,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Varnisher,4,15000,190000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",35000,150000,No,35000,30 000,25,2.3333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Stagehand,4,140000,230000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000","18,000",160000,No,500000,300 000,36,3.5714285714285716,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,senior graduate teacher,2,140000,150000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Data consulting,Yes,No,,"100,000",15 000,140000,No,40000,170000,39,0.2857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Stagehand,2,150000,"140,000",Salary,pension,No,No,,"90,000",10 000,"140,000",No,30000,"70,000",54,0.2,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Forman (Government),4,130000,50 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,130 000,No,47000,90 000,23,0.36153846153846153,General Finance,Consult a financial advisor,,
13/12/2024 15:36:17,0,Lighting Technician,1,85000,420000,"Salary, Investments, Rental income",,No,No,,,"30,000","140,000",no,40000,40000,46,0.47058823529411764,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,Hotel Manager,2,300000,"140,000","Investments (fixed deposits, stocks etc), Salary",Supplier deals,Yes,No,,"90,000",20 000,85000,No,45000,"40,000",22,0.15,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,Teacher,3,180000,"180,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",100000,,No,2000,"70,000",38,0.011111111111111112,General Finance,Consult a financial advisor,,
14/12/2024 15:04:29,1,Deputy General Manager (Construction),3,70000,75000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,,28 000,10 000,90 000,Yes,50000,"250,000",39,0.7142857142857143,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,unemployed,4,140000,150000,"Salary, Pension",,Yes,No,,"90,000",10 000,160000,No,45000,80000,57,0.32142857142857145,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,senior chemist,2,180000,280000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10000,150000,No,0,"90,000",59,0,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Sales executive,2,70000,230000,"Salary, Pension",,Yes,No,,"90,000",10000,40 000,No,50000,90 000,28,0.7142857142857143,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Housewife,2,140000,900000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,"150,000",No,150000,"90,000",44,1.0714285714285714,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Workshop manager,5,75000,100 000,Salary,,Yes,No,,,100000,"70,000",No,30000,300 000,23,0.4,General Finance,Consult a financial advisor,,
4/1/2025 23:53,1,Dancer,4,140000,200 000,"Salary, Investments, Self-owned business",pension,Yes,No,8000,"90,000",15000,70000,No,40000,"20,000",47,0.2857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,,4,130000,240 000,"Salary, Investments, Rental income",,Yes,No,,"90,000",10000,90000,No,60000,75000,37,0.46153846153846156,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Make-Up Artist,3,250000,200 000,"Salary, Freelancing",pension,No,No,,"90,000","20,000",180000,No,500000,"85,000",45,2,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,assistant ,2,140000,"180,000","Freelancing, Brand endorsements",pension,Yes,No,,"90,000",12000,"160,000",No,300000,200000,35,2.142857142857143,General Finance,Consult a financial advisor,,
19/12/2024 14:53:41,0,Art Director,1,160000,1800000,"Freelancing, Brand endorsements",pension,No,No,,"90,000","18,000","90,000",No,120000,"75,000",31,0.75,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Banking officer,3,170000,210000,"Investments (fixed deposits, stocks etc), Salary",,Yes,Yes,8000,60000,,,No,60000,75000,56,0.35294117647058826,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,Window Dresser,4,160000,180 000,"Salary, Investments, Self-owned business",pension,No,No,,"90,000",100000,80 000,No,15000,70000,31,0.09375,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Production Manager,2,45000,900000,"Salary, Pension",pension,No,No,,"90,000","12,000",130000,No,60000,"90,000",33,1.3333333333333333,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,1,,4,140000,300000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,"180,000",No,80000,"90,000",41,0.5714285714285714,General Finance,Consult a financial advisor,,
27/12/2024 20:57:38,1,Window Dresser,2,120000,1300000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000","12,000",140 000,No,500000,75000,59,4.166666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Supervisor,4,15000,240 000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,85000,No,50000,300 000,29,3.3333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,IT Manager,3,160000,"240,000","Freelancing, Brand endorsements",pension,Yes,No,,,40000,120 000,No,400000,"70,000",56,2.5,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,mason,4,140000,"160,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","12,000","140,000",No,50000,70 000,59,0.35714285714285715,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,Compliance Specialist,4,170000,"300,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10000,140 000,No,2000,"8,000",20,0.011764705882352941,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Lawer,4,140000,650000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000","12,000",180 000,No,50000,300000,51,0.35714285714285715,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,lawyer,2,150000,"50,000","Salary, Commission, Investments",pension,Yes,No,,"90,000",35 000,150 000,No,50000,200 000,43,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Varnisher,2,120000,160 000,"Salary, Investments, Rental income",pension,Yes,Yes,,"90,000",100000,160000,No,60000,400000,30,0.5,General Finance,Consult a financial advisor,,
5/1/2025 0:09,0,Complaints Dept. Clerk,5,130000,140 000,"Salary, Freelancing",,Yes,No,,"90,000","22,000",140000,No,130000,"80,000",51,1,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Technical officer,5,140000,"200,000","Freelancing, Brand endorsements",pension,Yes,No,8000,"90,000",12 000,150 000,No,80000,70000,36,0.5714285714285714,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,0,none,4,75000,160000,"Salary, Commission, Investments",pension,Yes,No,,"90,000",10000,180000,No,150000,"8,000",33,2,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Deputy General Manager (Construction),4,270000,"180,000","Freelancing, Brand endorsements",pension,Yes,No,8000,"90,000",22000,170000,No,150000,50 000,47,0.5555555555555556,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Retired production manager,3,110000,240 000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",13000,"180,000",No,50000,50 000,58,0.45454545454545453,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Finance Manager,4,170000,"65,000","Salary, Commission, Investments",pension,Yes,No,,"90,000",12 000,160000,No,500000,"90,000",54,2.9411764705882355,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,mason,2,600000,300 000,"Salary, Pension",,Yes,No,,"90,000",10 000,160000,No,100000,130000,31,0.16666666666666666,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Expert Shop Assistant,4,70000,1300000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,12 000,"75,000",yes,250000,120 000,25,3.5714285714285716,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,mason,5,140000,50 000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",10 000,180000,No,5000,20000,58,0.035714286,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,Forman (Government),4,60000,"150,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,"200,000",No,50000,"70,000",25,0.8333333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Buying Agent,4,180000,65 000,"Salary, Investments, Freelancing",pension,No,No,,"90,000",20 000,150 000,No,60000,40 000,41,0.3333333333333333,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Senior insurance Executive,1,200000,1300000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000","28,000",65 000,No,0,50000,53,0,General Finance,Consult a financial advisor,,
14/12/2024 15:18:39,0,Design Engineer,2,180000,"200,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",110000,130000,Yes,50000,"90,000",52,0.2777777777777778,General Finance,Consult a financial advisor,,
4/1/2025 23:06,1,Material Engineer,3,60000,240 000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",14000,85 000,Yes,35000,"60,000",53,0.5833333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,assistant ,4,180000,"160,000","Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",10 000,"140,000",No,25000,70000,34,0.1388888888888889,General Finance,Consult a financial advisor,,
,1,Technical officer,3,140000,"130,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,130 000,yes,55000,50 000,44,0.39285714285714285,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Retired,4,15000,170000,"Salary, Pension",pension,Yes,No,,"90,000",12 000,"140,000",No,500000,85000,34,33.333333333333336,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,software engineer,4,130000,260000,"Salary, Pension",pension,No,No,,"90,000",10 000,160000,No,70000,80 000,33,0.5384615384615384,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Senior project Manager,3,15000,280000,"Salary, Investments, Rental income",pension,No,No,6 000,"90,000",100000,"160,000",No,65000,75000,38,4.333333333333333,General Finance,Consult a financial advisor,,
19/12/2024 14:57:05,0,Quantity surveyor,4,70000,1300000,"Salary, Investments, Self-owned business",Event performances,Yes,No,,"90,000",5000,125000,no,47000,50 000,37,0.6714285714285714,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Chemist,4,140000,65 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,"22,000",90 000,No,300000,500000,57,2.142857142857143,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Hotel Manager,5,120000,"260,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",13000,"200,000",No,50000,"90,000",28,0.4166666666666667,General Finance,Consult a financial advisor,,
10/1/2025 19:54,0,Financial Advisor,4,180000,180000,Freelancing,pension,No,No,,"90,000",30000,"160,000",No,15000,150000,46,0.083333333,General Finance,Consult a financial advisor,,
27/12/2024 20:57:38,0,Stock Broker,4,140000,430000,"Salary, Investments, Freelancing",pension,Yes,No,,"90,000",10 000,,No,80000,"90,000",38,0.5714285714285714,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,0,Tyre Fitter,5,110000,250 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",100000,150 000,No,60000,"90,000",46,0.5454545454545454,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Expert Shop Assistant,4,15000,500000,"Salary, Investments, Commission",pension,Yes,No,,"90,000",110000,"50,000",No,55000,"60,000",59,3.6666666666666665,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Sound Engineer,4,170000,900000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",15000,170000,No,70000,"80,000",52,0.4117647058823529,General Finance,Consult a financial advisor,,
10/1/2025 20:14,0,Chemist,4,75000,"130,000","Salary, Freelancing",,No,No,8000,"90,000",18 000,130 000,No,35000,65 000,57,0.4666666666666667,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Window Dresser,4,55000,300000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,"18,000",225000,No,25000,"90,000",41,0.45454545454545453,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,E-Commerce Manager,3,180000,450000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,8000,"90,000",12000,180 000,No,60000,70 000,27,0.3333333333333333,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Complaints Dept. Clerk,5,110000,150 000,Salary,pension,Yes,No,,"90,000",16000,"160,000",No,500000,60 000,59,4.545454545454546,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,Forman (Government),3,1500000,"65,000","Salary, Investments, Freelancing",pension,Yes,No,,"90,000",20000,180 000,No,50000,80000,58,0.033333333,General Finance,Consult a financial advisor,,
13/12/2024 15:15:42,0,Warehouse Manager,4,600000,"50,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,8000,"90,000",25000,28 000 ,No,50000,60000,37,0.083333333,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Sound Engineer,4,140000,170000,Salary,,No,No,8000,"90,000",16000,180 000,Yes,18000,"60,000",43,0.12857142857142856,General Finance,Consult a financial advisor,,
5/1/2025 0:18,0,Senior Civil Engineer,3,160000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,22 000,"140,000",No,60000,30 000,39,0.375,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,mason,2,180000,270000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10000,75 000,No,15000,"70,000",56,0.083333333,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Cashier,4,70000,1800000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",15 000,90000,No,50000,20 000,28,0.7142857142857143,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Deputy General Manager (Construction),3,130000,230000,"Salary, Pension",pension,Yes,No,,"90,000",10 000,125000,No,50000,"90,000",29,0.38461538461538464,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Technical officer,5,45000,180000,"Salary, Pension",pension,Yes,No,,"90,000","18,000","200,000",Yes,500000,300000,53,11.11111111111111,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Structural design engineer,3,160000,160000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","18,000",225000,No,5000,"50,000",25,0.03125,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Fashion Designer,4,180000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,"220,000",No,30000,"75,000",37,0.16666666666666666,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,storekeeper,5,150000,"130,000","Salary, Pension",pension,Yes,No,,"90,000","10,000",130 000,No,150000,40000,35,1,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,unemployed,2,170000,240 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,180000,No,500000,"90,000",52,2.9411764705882355,General Finance,Consult a financial advisor,,
5/1/2025 0:18,1,Technologist,4,500000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",110000,70000,No,5000,500000,30,0.01,General Finance,Consult a financial advisor,,
4/1/2025 23:53,0,Chemical Lab Technician,3,1500000,180000,"Salary, Pension",pension,Yes,Yes,,,30 000,150 000,No,40000,280 000,30,0.026666667,General Finance,Consult a financial advisor,,
27/12/2024 11:09:40,0,Chemical Engineer,3,180000,160 000,Salary,pension,Yes,No,,"90,000",10 000,"120,000",No,35000,75000,57,0.19444444444444445,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,senior chemist,4,140000,"400,000","Salary, Investments, Self-owned business",pension,Yes,No,,15000,"22,000","90,000",No,40000,60 000,58,0.2857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,storekeeper,3,60000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Wedding photography,Yes,No,,"90,000","18,000","140,000",No,40000,85000,36,0.6666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Director engineering,4,15000,160000,"Salary, Commission, Investments",,Yes,No,,,25 000,"150,000",No,50000,85000,24,3.3333333333333335,General Finance,Consult a financial advisor,,
,0,Brand Manager,3,140000,"300,000","Salary, Investments",,Yes,Yes,"30,000","100,000",,,No,100000,"150,000",57,0.7142857142857143,General Finance,Consult a financial advisor,,
19/12/2024 14:53:41,0,,4,1500000,"140,000",Salary,pension,Yes,No,,,14000,"160,000",yes,300000,40000,34,0.2,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,senior graduate teacher,4,170000,200 000,"Salary, Investments, Freelancing",pension,Yes,Yes,,"90,000","15,000","220,000",No,5000,"30,000",45,0.029411764705882353,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Insurance Executive,5,100000,40 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"25,000",10 000,"160,000",No,60000,500000,57,0.6,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Director engineering,2,125000,500 000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",40000,170000,No,15000,65000,58,0.12,General Finance,Consult a financial advisor,,
10/1/2025 20:10,1,Forman (Government),2,60000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",13000,75 000,No,35000,"85,000",47,0.5833333333333334,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Housewife,2,15000,"240,000",Salary,,Yes,No,8000,"90,000",10 000,80 000,No,50000,"25,000",45,3.3333333333333335,General Finance,Consult a financial advisor,,
4/1/2025 23:53,1,Retired,4,85000,270000,"Salary, Investments, Rental income",,No,No,"15,000",,8000,65000,yes,280000,50 000,23,3.2941176470588234,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Store keeper,4,65000,520000,"Salary, Investments, Rental income",pension,Yes,No,,,35 000,80 000,No,5000,60000,44,0.076923077,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,1,Maintenance Engineer,4,120000,"180,000",Salary,pension,Yes,No,,"90,000",12000,85 000,No,400000,85000,36,3.3333333333333335,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,0,Lighting Technician,3,80000,170000,"Salary, Pension",,Yes,No,,"90,000",20 000,"160,000",No,500000,"80,000",45,6.25,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,E-Commerce Manager,4,170000,230000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000","10,000","180,000",No,75000,300 000,53,0.4411764705882353,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,small grocery shop,2,70000,"150,000",Salary,pension,No,No,,"90,000",100000,150000,No,40000,"200,000",55,0.5714285714285714,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Process Engineer,3,270000,420000,Salary,,Yes,No,,,12 000,"130,000",No,3000,50000,39,0.011111111111111112,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,0,Financial Advisor,3,150000,"130,000","Salary, Investments, Self-owned business",,Yes,No,8000,"90,000",10 000,150000,No,400000,300000,22,2.6666666666666665,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,IT Manager,3,65000,250000,"Salary, Investments, Rental income",pension,Yes,No,8000,"90,000",13000,80000,No,50000,"85,000",32,0.7692307692307693,General Finance,Consult a financial advisor,,
25/12/2024 13:52:15,1,Diagnostic Technician,5,375000,370000,"Salary, Commission, Investments",Crop sales,Yes,Yes,,,40000,150000,No,40000,"30,000",53,0.10666666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Varnisher,4,200000,180 000,"Salary, Pension",pension,Yes,No,,"90,000",10 000,190000,No,12000,"70,000",32,0.06,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Insurance Manager,4,160000,280000,"Salary, Commission, Investments",,No,No,,"90,000",13000,"75,000",No,50000,"40,000",28,0.3125,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,mason,3,180000,260000,"Salary, Pension",,Yes,No,8000,"90,000","30,000",150000,No,60000,70 000,42,0.3333333333333333,General Finance,Consult a financial advisor,,
19/12/2024 14:49:50,1,Vehicle Body Repairer,4,70000,"140,000","Salary, Pension",,Yes,No,8000,"90,000",40 000 ,150000,No,40000,60 000,29,0.5714285714285714,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Draftsperson,4,160000,"130,000",Salary,Wedding photography,Yes,No,,,"15,000",170000,No,35000,70 000,48,0.21875,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Draftsman,3,65000,50 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",12 000,150 000,No,45000,75000,45,0.6923076923076923,General Finance,Consult a financial advisor,,
4/1/2025 23:53,0,,2,120000,120 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",100000,"150,000",No,500000,"70,000",50,4.166666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,Sales Manager,6,150000,170 000,"Salary, Self-owned business",pension,Yes,No,,,22000,"140,000",No,70000,"20,000",58,0.4666666666666667,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Process Manager,3,160000,40 000,"Salary, Commission",,Yes,No,,"90,000",10 000,"90,000",No,65000,"70,000",23,0.40625,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,Internal Auditor,4,110000,150 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,,No,55000,80 000,30,0.5,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Senior civil Engineer,4,60000,"260,000","Salary, Pension",pension,Yes,No,,"90,000",15 000,140 000,No,50000,65000,29,0.8333333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,,2,120000,"150,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,180 000,No,35000,60 000,49,0.2916666666666667,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Varnisher,4,170000,230000,"Salary, Investments",,Yes,No,,,"22,000","140,000",No,70000,35 000,24,0.4117647058823529,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Stock Broker,3,160000,380000,"Salary, Pension",pension,Yes,No,,"90,000","15,000",140000,No,5000,70 000,54,0.03125,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,1,trainee merchandiser,2,160000,240 000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,8000,"90,000",10 000,"160,000",No,5000,80 000,59,0.03125,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Sound Engineer,4,150000,200 000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",13000,140 000,No,80000,"90,000",59,0.5333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,1,Technical officer,3,170000,1800000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",18 000,70000,No,60000,"90,000",54,0.35294117647058826,General Finance,Consult a financial advisor,,
13/12/2024 14:46:21,1,none,4,140000,500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,18000,140000,No,5000,500000,28,0.035714286,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Expert Shop Assistant,4,170000,270000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,180000,No,47000,80 000,43,0.27647058823529413,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Deputy General Manager (Construction),4,160000,170 000,"Salary, Pension",pension,Yes,No,,"90,000",12 000,"130,000",No,2000,"75,000",46,0.0125,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Sound Engineer,3,140000,"260,000","Salary, Pension",pension,Yes,No,,"90,000",10000,150 000,No,60000,80000,22,0.42857142857142855,General Finance,Consult a financial advisor,,
4/1/2025 23:39,1,Diagnostic Technician,4,130000,"40,000",Salary,,Yes,No,,"90,000",15 000,180000,Yes,5000,"85,000",59,0.038461538461538464,General Finance,Consult a financial advisor,,
4/1/2025 22:47,0,Quality Inspector,3,140000,190000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",10 000,65000,No,5000,"90,000",50,0.035714286,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Diagnostic Technician,4,60000,160 000,Salary,,No,No,6 000,"90,000",28 000,170000,No,3000,"50,000",21,0.05,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,Stock Broker,2,150000,370000,"Salary, Self-owned business",,No,No,,"90,000","30,000",60000,No,45000,65 000,41,0.3,General Finance,Consult a financial advisor,,
27/12/2024 11:27:10,0,,3,70000,200 000,Salary,,Yes,Yes,8000,,25000,85000,No,40000,90 000,30,0.5714285714285714,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,1,Warehouse Manager,2,150000,1800000,"Freelancing, Brand endorsements",pension,Yes,No,15 000,"90,000",10 000,280000,No,60000,300 000,27,0.4,General Finance,Consult a financial advisor,,
30/12/2024 12:23:07,1,merchandiser,4,140000,"200,000","Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",10 000,130000,No,47000,"70,000",53,0.3357142857142857,General Finance,Consult a financial advisor,,
