Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,Advice 1,Advice 2,Advice 3
30/12/2024 12:48,1,Junior Sales Representative,2,160000,380000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,60000.0,159500.0,No,160500,50000,21,42.23684211,General Finance,Consult a financial advisor,,0.731207289,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,"Invest in short-term fixed deposits (e.g., HNB or Seylan Bank)."
19/12/2024 15:21,0,Retired,3,60000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,30000.0,110000.0,No,20000,400000,25,12.5,General Finance,Consult a financial advisor,,0.142857143,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).",Start a retirement fund (EPF/ETF) early for compound growth.,"Monetize hobbies (e.g., crafting, tutoring) for extra income and save this income."
30/12/2024 12:37,1,University Lecturer,4,100000,280000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,24000.0,176500.0,No,79500,20 000,23,28.39285714,General Finance,Consult a financial advisor,,0.396508728,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Start a retirement fund (EPF/ETF) early for compound growth.
,1,Buying Agent,2,75000,140000,"Salary, Commission",Supplier deals,Yes,no,,,22500.0,117000.0,Yes,500,40 000,36,0.357142857,General Finance,Consult a financial advisor,,0.003584229,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2–3 months a year to ban non-essential purchases.,"Avoid seettu (rotating savings group). If desperate, try with a trusted group","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
30/12/2024 12:59,1,Management assistant,5,150000,150000,"Freelancing, Brand endorsements",,Yes,no,,,34000.0,110500.0,No,5500,"90,000",52,3.666666667,General Finance,Consult a financial advisor,,0.038062284,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
,1,Tyre Fitter,2,500000,1300000,"Salary, Self-owned business",pension,Yes,no,,,121000.0,193500.0,yes,985500,65 000,40,75.80769231,General Finance,Consult a financial advisor,,3.13354531,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:59,1,lawyer,2,120000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,23500.0,133500.0,No,23000,75000,53,12.77777778,General Finance,Consult a financial advisor,,0.146496815,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,Start an emergency fund (aim for 1–4 months of expenses),Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
30/12/2024 12:44,1,Workshop manager,4,140000,150000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,24500.0,86000.0,No,39500,500000,20,26.33333333,General Finance,Consult a financial advisor,,0.357466063,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Start a retirement fund (EPF/ETF) early for compound growth.
30/12/2024 12:44,1,lawyer,2,140000,180000,"Salary, Commission, Investments",Freelance design work,Yes,no,,,27500.0,79500.0,No,73000,500000,35,40.55555556,General Finance,Consult a financial advisor,,0.682242991,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Buy discounted items as much as possible,Avoid impulsive spending on gadgets; prioritize small emergency funds.
30/12/2024 12:37,1,mason,3,150000,200000,"Salary, Commission, Investments",pension,Yes,no,,,19000.0,155000.0,No,26000,70 000,36,13.0,General Finance,Consult a financial advisor,,0.149425287,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
29/12/2024 17:12,0,none,3,15000,220000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,28000.0,92000.0,No,100000,"40,000",22,45.45454545,General Finance,Consult a financial advisor,,0.833333333,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Start a retirement fund (EPF/ETF) early for compound growth.
27/12/2024 20:51,1,merchandiser,3,140000,280000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,35000.0,161000.0,No,84000,85000,36,30.0,General Finance,Consult a financial advisor,,0.428571429,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.
10/01/2025 19:40,1,Warehouse Manager,4,200000,210000,"Freelancing, Brand endorsements",pension,Yes,no,,,26000.0,143000.0,No,41000,"25,000",40,19.52380952,General Finance,Consult a financial advisor,,0.24260355,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
29/12/2024 17:15,1,Junior Sales Representative,2,160000,200000,Salary,,Yes,no,,,66000.0,82000.0,No,52000,25000,57,26.0,General Finance,Consult a financial advisor,,0.351351351,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:34,1,Draftsman,4,70000,70000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,10000.0,54000.0,No,6000,"60,000",57,8.571428571,General Finance,Consult a financial advisor,,0.09375,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
10/01/2025 19:40,1,trainee merchandiser,2,160000,160000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,14500.0,82500.0,No,63000,15 000,21,39.375,General Finance,Consult a financial advisor,,0.649484536,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Start a retirement fund (EPF/ETF) early for compound growth.
30/12/2024 12:34,1,Senior Civil Engineer,4,150000,240000,"Salary, Self-owned business",pension,Yes,no,,,61000.0,123000.0,No,56000,"90,000",58,23.33333333,General Finance,Consult a financial advisor,,0.304347826,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:18,1,Lighting Technician,3,150000,400000,"Salary, Investments, Rental income",Vehicle bonuses,Yes,no,,,93000.0,154000.0,No,153000,20 000,22,38.25,General Finance,Consult a financial advisor,,0.619433198,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,"Invest in short-term fixed deposits (e.g., HNB or Seylan Bank)."
04/01/2025 22:47,1,University Lecturer,5,170000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,38000.0,191000.0,No,51000,15 000,34,18.21428571,General Finance,Consult a financial advisor,,0.222707424,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
30/12/2024 12:59,1,Secretary,3,250000,430000,Freelancing,,Yes,no,,,53000.0,152000.0,No,225000,200 000,32,52.3255814,General Finance,Consult a financial advisor,,1.097560976,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
04/01/2025 22:47,1,assistant ,2,300000,300000,"Salary, Investments, Rental income",pension,Yes,no,,,67000.0,219000.0,No,14000,280 000,46,4.666666667,General Finance,Consult a financial advisor,,0.048951049,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
04/01/2025 22:30,1,Store keeper,3,160000,280000,"Salary, Commission, Investments",pension,Yes,no,,,58000.0,138000.0,No,84000,"60,000",52,30.0,General Finance,Consult a financial advisor,,0.428571429,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Boost retirement contributions,Open a low-risk fixed deposit (common in Sri Lankan banks like NSB or commercial banks).,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
10/01/2025 19:40,1,Senior Civil Engineer,2,60000,450000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,93000.0,171000.0,No,186000,20 000,47,41.33333333,General Finance,Consult a financial advisor,,0.704545455,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
30/12/2024 13:03,1,Deputy General Manager (Construction),4,80000,190000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,32000.0,90500.0,No,67500,60000,26,35.52631579,General Finance,Consult a financial advisor,,0.551020408,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Grow emergency savings (3–6 months of expenses).,Buy discounted items as much as possible,Avoid impulsive spending on gadgets; prioritize small emergency funds.
30/12/2024 12:34,1,Doctor,4,150000,520000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,47000.0,168500.0,No,304500,75000,49,58.55769231,General Finance,Consult a financial advisor,,1.412993039,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,"Avoid risky investments and save instead (e.g., stock market due to volatility).","Diversify into Treasury Bonds (low risk, tax-free returns)."
30/12/2024 12:34,1,Senior Civil Engineer,1,125000,125000,"Investments (fixed deposits, stocks etc), Salary",pension,No,yes,39000.0,76000.0,,,No,10000,"70,000",59,8.0,General Finance,Consult a financial advisor,,0.086956522,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
27/12/2024 20:51,1,Electrical Engineering Tech,3,180000,350000,"Freelancing, Brand endorsements",pension,Yes,no,,,73000.0,165500.0,No,111500,"90,000",59,31.85714286,General Finance,Consult a financial advisor,,0.467505241,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,"Downsize lifestyle (sell unused assets, reduce luxury expenses) and use low risk fd to save."
04/01/2025 22:47,1,Varnisher,2,180000,350000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,81000.0,220500.0,No,48500,50 000,37,13.85714286,General Finance,Consult a financial advisor,,0.160862355,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
29/12/2024 17:00,0,none,4,180000,230000,"Salary, Investments, Freelancing",pension,Yes,no,,,51000.0,105500.0,No,73500,"70,000",49,31.95652174,General Finance,Consult a financial advisor,,0.469648562,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Boost retirement contributions,Open a low-risk fixed deposit (common in Sri Lankan banks like NSB or commercial banks).,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:37,1,Environment specialist,3,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,240000.0,304500.0,No,955500,"30,000",29,63.7,General Finance,Consult a financial advisor,,1.754820937,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",Automate savings to avoid lifestyle inflation.,Avoid luxury spending: Resist splurging on cars/ clothing,Avoid impulsive spending on gadgets; prioritize small emergency funds.
04/01/2025 22:47,1,IT Manager,4,110000,230000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,63000.0,126500.0,No,40500,60000,37,17.60869565,General Finance,Consult a financial advisor,,0.213720317,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
30/12/2024 12:44,1,Management assistant,3,150000,150000,"Freelancing, Brand endorsements",,Yes,no,,,33500.0,112000.0,No,4500,"40,000",30,3.0,General Finance,Consult a financial advisor,,0.030927835,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",2–3 months a year to ban non-essential purchases.,Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.,"Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
27/12/2024 20:57,1,Housewife,2,140000,200000,"Freelancing, Brand endorsements",pension,Yes,no,,,40000.0,133000.0,No,27000,"25,000",32,13.5,General Finance,Consult a financial advisor,,0.156069364,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
13/12/2024 14:55,1,Store keeper,5,130000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,18500.0,108000.0,No,33500,30 000,51,20.9375,General Finance,Consult a financial advisor,,0.264822134,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:23,0,,4,140000,220000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,19000.0,183500.0,No,17500,"90,000",21,7.954545455,General Finance,Consult a financial advisor,,0.086419753,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).",Start a retirement fund (EPF/ETF) early for compound growth.,"Monetize hobbies (e.g., crafting, tutoring) for extra income and save this income."
29/12/2024 17:00,1,Supervisor,4,160000,430000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,76000.0,233000.0,No,121000,250000,45,28.13953488,General Finance,Consult a financial advisor,,0.391585761,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Allocate 20% to foreign currency FD (USD/EUR).
10/01/2025 19:40,1,Environment specialist,3,120000,250000,"Salary, Investments, Rental income",pension,Yes,no,,,64000.0,157000.0,No,29000,"90,000",44,11.6,General Finance,Consult a financial advisor,,0.131221719,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:30,1,contract construction worker,2,1500000,1670000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,238000.0,341500.0,No,1090500,30000,33,65.2994012,General Finance,Consult a financial advisor,,1.881794651,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Automate savings to avoid lifestyle inflation.,Avoid luxury spending: Resist splurging on cars/ clothing,Avoid impulsive spending on gadgets; prioritize small emergency funds.
30/12/2024 12:34,0,,4,1500000,1500000,"Salary, Pension",pension,Yes,no,,,232000.0,327500.0,No,940500,50 000,50,62.7,General Finance,Consult a financial advisor,,1.680965147,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
29/12/2024 17:00,1,Insurance Manager,4,75000,170000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,36500.0,123000.0,No,10500,20 000,50,6.176470588,General Finance,Consult a financial advisor,,0.065830721,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
30/12/2024 12:34,1,Sales Manager,4,160000,300000,"Investments (fixed deposits, stocks etc), Salary",Event betting cuts,Yes,no,,,75000.0,179000.0,No,46000,280 000,39,15.33333333,General Finance,Consult a financial advisor,,0.181102362,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
04/01/2025 23:06,1,Lawer,4,600000,600000,"Salary, Investments, Self-owned business",pension,Yes,no,,,94000.0,351500.0,No,154500,65 000,48,25.75,General Finance,Consult a financial advisor,,0.346801347,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
27/12/2024 20:51,1,Receptionist,4,55000,160000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,18500.0,137500.0,No,4000,90 000,26,2.5,General Finance,Consult a financial advisor,,0.025641026,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",2–3 months a year to ban non-essential purchases.,Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.,"Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
27/12/2024 20:51,1,lawyer,2,150000,150000,"Salary, Pension",,Yes,no,,,34000.0,99500.0,No,16500,400000,30,11.0,General Finance,Consult a financial advisor,,0.123595506,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
04/01/2025 22:47,1,Technical officer,2,600000,600000,Salary,,No,no,,,88000.0,203000.0,No,309000,"40,000",39,51.5,General Finance,Consult a financial advisor,,1.06185567,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Allocate 20% to foreign currency FD (USD/EUR).
30/12/2024 12:18,0,,2,160000,430000,"Salary, Investments, Self-owned business",,Yes,no,,,88000.0,198500.0,No,143500,70000,26,33.37209302,General Finance,Consult a financial advisor,,0.5008726,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
04/01/2025 22:30,1,Forman (Government),4,150000,170000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,28000.0,120000.0,No,22000,500000,57,12.94117647,General Finance,Consult a financial advisor,,0.148648649,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,"Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
30/12/2024 12:26,0,,2,140000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,30500.0,92500.0,No,37000,"90,000",36,23.125,General Finance,Consult a financial advisor,,0.300813008,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
30/12/2024 12:37,1,Finance Manager,4,170000,170000,"Salary, Investments, Self-owned business",,Yes,no,,,26500.0,101500.0,yes,42000,200000,25,24.70588235,General Finance,Consult a financial advisor,,0.328125,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Start a retirement fund (EPF/ETF) early for compound growth.
04/01/2025 22:47,1,Sales representative,5,150000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,54000.0,220500.0,Yes,5500,80 000,54,1.964285714,General Finance,Consult a financial advisor,,0.02003643,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
29/12/2024 17:00,0,,2,100000,250000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,,45000.0,202500.0,No,2500,40000,32,1.0,General Finance,Consult a financial advisor,,0.01010101,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",2–3 months a year to ban non-essential purchases.,Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.,"Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
30/12/2024 12:59,1,Design Engineer,3,600000,600000,"Salary, Commission, Investments",,No,no,,,84000.0,254000.0,No,262000,"85,000",49,43.66666667,General Finance,Consult a financial advisor,,0.775147929,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,"Avoid risky investments and save instead (e.g., stock market due to volatility).","Diversify into Treasury Bonds (low risk, tax-free returns)."
10/01/2025 19:40,1,Vehicle Body Repairer,2,150000,230000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,68000.0,112500.0,No,49500,75000,40,21.52173913,General Finance,Consult a financial advisor,,0.274238227,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
10/01/2025 19:40,1,Stock Broker,3,180000,675000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,130000.0,345000.0,No,200000,80 000,49,29.62962963,General Finance,Consult a financial advisor,,0.421052632,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
04/01/2025 22:47,1,Sales executive,2,40000,40000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,7500.0,,Difficulty in saving,32500,"70,000",30,81.25,General Finance,Consult a financial advisor,,4.333333333,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
30/12/2024 12:30,0,,4,130000,150000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,10000.0,107500.0,No,32500,500000,47,21.66666667,General Finance,Consult a financial advisor,,0.276595745,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
05/01/2025 00:09,1,Quantity surveyor,2,170000,210000,"Salary, Freelancing",pension,Yes,no,,,60000.0,90000.0,No,60000,90 000,53,28.57142857,General Finance,Consult a financial advisor,,0.4,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:59,0,,2,130000,210000,"Salary, Investments, Rental income",,Yes,no,,,28000.0,131000.0,No,51000,20 000,30,24.28571429,General Finance,Consult a financial advisor,,0.320754717,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
,1,Model,2,75000,140000,"Freelancing, Brand endorsements",,Yes,no,,,37500.0,60500.0,No,42000,"40,000",49,30.0,General Finance,Consult a financial advisor,,0.428571429,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 12:34,1,contract construction worker,4,150000,230000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,73000.0,97500.0,No,59500,"75,000",30,25.86956522,General Finance,Consult a financial advisor,,0.348973607,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
05/01/2025 00:18,1,Store keeper,3,160000,650000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,190000.0,240500.0,No,219500,70000,35,33.76923077,General Finance,Consult a financial advisor,,0.509872242,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
