Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,unwanted_spending,basic_needs,WMI,FRF,DSE,CFH
30/12/2024 12:18,1,Material technician,2,120000,450000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,89000.0,132500.0,No,228500,"70,000",46,50.77777778,General Finance,Consult a financial advisor,0.0,1.031602709,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",89000.0,132500.0,0.06567587401802122,0.56570189748037,7.539207360275216e-07,331897.48761290655
04/01/2025 22:30,1,Supervisor,2,180000,230000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,72000.0,76500.0,No,81500,80 000,47,35.43478261,General Finance,Consult a financial advisor,0.0,0.548821549,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",72000.0,76500.0,0.013932041615386791,0.41850869841092087,9.60597737554775e-07,52734.118042396076
10/01/2025 19:54,1,Design Engineer,2,160000,200000,"Salary, Commission",pension,No,no,0.0,0.0,50000.0,138500.0,yes,11500,60000,40,5.75,General Finance,Consult a financial advisor,0.0,0.061007958,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",50000.0,138500.0,0.002383771474498533,0.33052561836019256,2.0059708939402406e-06,814.3226420392733
29/12/2024 17:15,1,lawyer,2,140000,200000,"Salary, Pension",pension,Yes,no,0.0,0.0,77000.0,110500.0,No,12500,"90,000",56,6.25,General Finance,Consult a financial advisor,0.0,0.066666667,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",77000.0,110500.0,0.002509409920107065,0.3754366252056636,4.197278756898684e-07,970.0205644794445
05/01/2025 00:18,1,Resident Engineer,3,250000,250000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,0.0,0.0,71000.0,114000.0,No,65000,"40,000",43,26.0,General Finance,Consult a financial advisor,0.0,0.351351351,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",71000.0,114000.0,0.005841116194179718,0.3757620353161418,9.666220201072471e-07,27097.917957080004
04/01/2025 23:46,1,Technical officer,4,120000,160000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,38500.0,83000.0,No,38500,70000,35,24.0625,General Finance,Consult a financial advisor,0.0,0.316872428,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",38500.0,83000.0,0.00701136078269214,0.3564335138467141,2.3684911662029396e-06,10873.707702427757
30/12/2024 12:30,0,,4,75000,160000,"Salary, Investments",,Yes,no,0.0,0.0,10500.0,87500.0,No,62000,"200,000",39,38.75,General Finance,Consult a financial advisor,0.0,0.632653061,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",10500.0,87500.0,0.03573391388702313,0.6517679714819693,1.407709768704857e-05,44156.87376974157
30/12/2024 12:23,0,none,4,170000,170000,Salary,pension,Yes,no,0.0,0.0,15500.0,110500.0,No,44000,200000,23,25.88235294,General Finance,Consult a financial advisor,0.0,0.349206349,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",15500.0,110500.0,0.008075324205172721,0.31987487139305637,9.974776295968222e-06,16568.582366875245
10/01/2025 19:40,1,Sound Engineer,3,170000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,27000.0,177000.0,No,46000,50000,22,18.4,General Finance,Consult a financial advisor,0.0,0.225490196,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",27000.0,177000.0,0.007970909474355019,0.2931252399933303,5.371643538725179e-06,12191.76917216547
26/01/2025 10:14,1,merchandiser,1,80000,80000,Salary,,No,yes,8000.0,39000.0,0.0,0.0,no,33000,40 000,38,41.25,General Finance,Consult a financial advisor,0.0,0.70212766,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.0,0.0,4.70890587875926,1.0763680040256431,29920220.879557066,335976604.9460315
10/01/2025 19:40,1,Assistant engineer,5,35000,180000,"Salary, Self-owned business",,Yes,no,0.0,0.0,13500.0,131000.0,No,35500,70 000,27,19.72222222,General Finance,Consult a financial advisor,0.0,0.24567474,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",13500.0,131000.0,0.0273005967555699,0.46695486492102173,9.029601753511743e-06,4886.951678435317
10/01/2025 19:40,0,,3,75000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,26000.0,201000.0,No,13000,250000,55,5.416666667,General Finance,Consult a financial advisor,0.0,0.057268722,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",26000.0,201000.0,0.00596921475171879,0.38749786834438926,1.7865689871150563e-06,1060.8496795968185
30/12/2024 12:34,1,senior chemist,4,150000,180000,"Salary, Commission, Investments",pension,Yes,no,0.0,0.0,39500.0,128000.0,No,12500,30 000,33,6.944444444,General Finance,Consult a financial advisor,0.0,0.074626866,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",39500.0,128000.0,0.0017615903819316846,0.30401543254897356,2.256236629132561e-06,972.1629271849022
30/12/2024 13:03,1,Management assistant,3,140000,210000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,40000.0,116000.0,No,54000,"60,000",46,25.71428571,General Finance,Consult a financial advisor,0.0,0.346153846,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",40000.0,116000.0,0.011315672227280424,0.4155302799088184,1.9206291591738936e-06,23139.461967638992
13/12/2024 15:01,1,contract construction worker,2,150000,210000,"Salary, Pension",,Yes,no,0.0,0.0,18000.0,154000.0,No,38000,70 000,35,18.0952381,General Finance,Consult a financial advisor,0.0,0.220930233,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",18000.0,154000.0,0.013861386747633365,0.3704926054781346,1.06035315857944e-05,13227.13259820749
13/12/2024 14:50,1,trainee merchandiser,4,140000,170000,Salary,,No,no,0.0,0.0,39500.0,121000.0,No,9500,25 000,38,5.588235294,General Finance,Consult a financial advisor,0.0,0.059190031,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",39500.0,121000.0,0.0014759719230465432,0.3227673627275817,1.9948170728939616e-06,601.3727155437447
30/12/2024 12:44,1,Customer Rel. Manager,4,160000,320000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,42000.0,150000.0,No,128000,"90,000",49,40.0,General Finance,Consult a financial advisor,0.0,0.666666667,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",42000.0,150000.0,0.019352095849617182,0.5564737598212881,1.2946886946241967e-06,140166.19219038376
10/01/2025 19:40,1,Draftsman,4,100000,240000,Salary,pension,Yes,no,0.0,0.0,65000.0,107000.0,No,68000,300000,22,28.33333333,General Finance,Consult a financial advisor,0.0,0.395348837,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",65000.0,107000.0,0.010244332781394687,0.3160515293203553,1.209054532057905e-06,18339.11449051317
30/12/2024 12:48,1,General manager,3,90000,210000,"Salary, Self-owned business",pension,Yes,no,0.0,0.0,65000.0,137000.0,No,8000,"90,000",55,3.80952381,General Finance,Consult a financial advisor,0.0,0.03960396,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",65000.0,137000.0,0.0019511262317664447,0.37239833456994703,4.6287497798876614e-07,328.40945653447477
27/12/2024 20:51,1,Management assistant,2,170000,220000,Salary,pension,Yes,no,0.0,0.0,61000.0,115000.0,No,44000,70000,49,20.0,General Finance,Consult a financial advisor,0.0,0.25,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",61000.0,115000.0,0.008388093810566483,0.388067961839489,1.0669330502063467e-06,13530.688602051052
30/12/2024 12:23,1,Chemical Engineer,2,75000,500000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,59000.0,178500.0,No,262500,50000,34,52.5,General Finance,Consult a financial advisor,0.0,1.105263158,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",59000.0,178500.0,0.18020424536951218,0.6571694510575863,2.0196415289590022e-06,315396.2761245697
30/12/2024 12:44,1,Vehicle Body Repairer,2,150000,400000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,97000.0,186000.0,No,117000,"85,000",58,29.25,General Finance,Consult a financial advisor,0.0,0.413427562,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",97000.0,186000.0,0.022196396943406766,0.4716975228603359,2.695827977119064e-07,79741.97271577346
10/01/2025 19:40,1,Hotel Manager,2,75000,140000,Salary,,Yes,no,0.0,0.0,27000.0,52000.0,No,61000,50 000,56,43.57142857,General Finance,Consult a financial advisor,0.0,0.772151899,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",27000.0,52000.0,0.04128290064827373,0.5332496380663478,2.0990256963895515e-06,38836.07390054759
30/12/2024 12:59,0,,2,1000000,1000000,"Salary, Investments, Rental income",Private tution ,Yes,no,0.0,0.0,175000.0,234500.0,No,590500,500000,33,59.05,General Finance,Consult a financial advisor,0.0,1.442002442,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",175000.0,234500.0,0.012590551742633765,0.4781565297912387,4.641701479479713e-07,1075443.1700838977
30/12/2024 13:03,1,Photographer,2,180000,180000,"Salary, Freelancing",,Yes,no,0.0,0.0,12000.0,124000.0,No,44000,"25,000",32,24.44444444,General Finance,Consult a financial advisor,0.0,0.323529412,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",12000.0,124000.0,0.016188991497933503,0.38142745442622333,2.0230775963530933e-05,22289.125900520194
30/12/2024 13:03,1,E-Commerce Specialist,2,160000,280000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,0.0,0.0,17000.0,82500.0,No,180500,80000,50,64.46428571,General Finance,Consult a financial advisor,0.0,1.814070352,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",17000.0,82500.0,0.08006183268631384,0.9044191517749826,7.022794489595468e-06,561778.7076935931
30/12/2024 12:30,1,IT Manager,3,125000,230000,"Salary, Commission",pension,Yes,no,0.0,0.0,63000.0,159000.0,No,8000,"90,000",50,3.47826087,General Finance,Consult a financial advisor,0.0,0.036036036,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",63000.0,159000.0,0.0014443802537148114,0.35890068875508246,7.120748055383385e-07,357.1120092587813
27/12/2024 19:43,1,Forman (Government),4,60000,150000,"Salary, Investments, Rental income",,No,no,0.0,0.0,34000.0,81000.0,No,35000,400000,38,23.33333333,General Finance,Consult a financial advisor,0.0,0.304347826,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",34000.0,81000.0,0.013372070678531781,0.3947662948097498,2.5585211036180005e-06,6795.103155155377
30/12/2024 12:30,1,Window Dresser,3,1500000,1750000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,116000.0,314000.0,No,1320000,90 000,48,75.42857143,General Finance,Consult a financial advisor,0.0,3.069767442,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",116000.0,314000.0,0.01957052410782736,0.852095407583789,4.3911927543380877e-07,10202039.146731589
30/12/2024 13:03,1,Draftsperson,3,60000,60000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,9000.0,50500.0,No,500,"200,000",32,0.833333333,General Finance,Consult a financial advisor,0.0,0.008403361,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",9000.0,50500.0,0.00041695158668608875,0.2897658545079358,1.990257434670687e-05,2.6458538053556513
,1,Car Mechanic,2,65000,170000,Salary,,No,no,0.0,0.0,38000.0,58000.0,No,74000,65000,32,43.52941176,General Finance,Consult a financial advisor,0.0,0.770833333,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",38000.0,58000.0,0.045476623126327914,0.4549146234519971,3.8129615554818086e-06,33879.03639871703
10/01/2025 19:40,1,Lawer,4,200000,370000,"Salary, Commission, Investments",pension,Yes,no,0.0,0.0,89000.0,126500.0,No,154500,40000,25,41.75675676,General Finance,Consult a financial advisor,0.0,0.716937355,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",89000.0,126500.0,0.011059114797919656,0.3836920172328494,8.136443851706735e-07,119009.87729508158
30/12/2024 13:03,1,lawyer,6,160000,160000,Salary,pension,Yes,no,0.0,0.0,29000.0,101500.0,No,29500,50000,31,18.4375,General Finance,Consult a financial advisor,0.0,0.22605364,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",29000.0,101500.0,0.003224272176582406,0.31784274657746603,2.5688595704949524e-06,6658.204760844537
25/12/2024 14:06,1,Senior civil Engineer,3,500000,500000,Salary,,Yes,no,0.0,0.0,58000.0,213000.0,No,229000,150000,28,45.8,General Finance,Consult a financial advisor,0.0,0.84501845,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",58000.0,213000.0,0.011044475851740095,0.4370665377271835,1.9534365179992943e-06,250297.83557416487
30/12/2024 12:44,1,Electrical Engineering Tech,5,130000,160000,"Salary, Pension",,Yes,no,0.0,0.0,18000.0,94500.0,No,47500,500000,31,29.6875,General Finance,Consult a financial advisor,0.0,0.422222222,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",18000.0,94500.0,0.009446581027006934,0.3918587965795348,6.377640371478952e-06,21759.95119047505
30/12/2024 12:44,1,Junior Sales Representative,3,200000,210000,Salary,,Yes,no,0.0,0.0,53000.0,139500.0,No,17500,"85,000",37,8.333333333,General Finance,Consult a financial advisor,0.0,0.090909091,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",53000.0,139500.0,0.0021122418051845076,0.3218532094910059,1.6896965354279472e-06,1814.601945419808
30/12/2024 12:48,1,Diagnostic Technician,3,120000,120000,"Salary, Investments, Self-owned business",Supplier deals,Yes,no,0.0,0.0,18500.0,100500.0,No,1000,"90,000",47,0.833333333,General Finance,Consult a financial advisor,0.0,0.008403361,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",18500.0,100500.0,0.00033883638633164573,0.3452618365882918,4.632662582061037e-06,10.234187033776664
27/12/2024 20:51,1,Vehicle Body Repairer,4,140000,180000,"Salary, Freelancing",,Yes,no,0.0,0.0,12000.0,130000.0,No,38000,280 000,25,21.11111111,General Finance,Consult a financial advisor,0.0,0.267605634,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",12000.0,130000.0,0.009706646195133164,0.34301579544649097,1.393197249531185e-05,13507.034855461427
30/12/2024 12:26,1,lawyer,5,140000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,70000.0,102000.0,No,18000,"8,000",38,9.473684211,General Finance,Consult a financial advisor,0.0,0.104651163,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",70000.0,102000.0,0.001759736815292898,0.3289158225030129,7.203848252632754e-07,1832.6096408843432
10/01/2025 19:40,1,trainee merchandiser,2,160000,1300000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,139000.0,348500.0,No,812500,"25,000",32,62.5,General Finance,Consult a financial advisor,0.0,1.666666667,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",139000.0,348500.0,0.2476161610276038,0.7315232076579555,6.263089954389862e-07,2508956.5955658485
30/12/2024 12:34,1,Stagehand,5,150000,600000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,40000.0,349500.0,No,210500,"80,000",22,35.08333333,General Finance,Consult a financial advisor,0.0,0.540436457,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",40000.0,349500.0,0.024426316885741393,0.610884837906734,2.1114921160049435e-06,209136.7665342793
27/12/2024 20:51,0,,2,160000,280000,"Salary, Investments, Freelancing",pension,Yes,no,0.0,0.0,53000.0,128500.0,No,98500,"90,000",35,35.17857143,General Finance,Consult a financial advisor,0.0,0.542699725,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",53000.0,128500.0,0.021060719197669237,0.4277957408197538,2.3092608881972978e-06,64450.918991591105
04/01/2025 22:47,1,Senior Civil Engineer,2,120000,160000,"Salary, Investments, Self-owned business",,Yes,no,0.0,0.0,21000.0,108000.0,No,31000,40 000,28,19.375,General Finance,Consult a financial advisor,0.0,0.240310078,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",21000.0,108000.0,0.012093335259888352,0.324006291383153,9.292372095436762e-06,7373.564337790357
04/01/2025 23:06,1,Electrical Engineering Tech,2,200000,430000,"Salary, Commission, Investments",pension,Yes,no,0.0,0.0,93000.0,223500.0,No,113500,70000,29,26.39534884,General Finance,Consult a financial advisor,0.0,0.358609795,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",93000.0,223500.0,0.014079762778956449,0.3625645080296509,1.100807367662549e-06,55808.90410224288
29/12/2024 17:15,1,Insurance Executive,4,200000,280000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,28000.0,218000.0,No,34000,80 000,56,12.14285714,General Finance,Consult a financial advisor,0.0,0.138211382,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",28000.0,218000.0,0.004895933573632168,0.40070162975841067,1.31095507097392e-06,10214.69464767053
30/12/2024 12:30,1,senior graduate teacher,4,80000,240000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,35000.0,165500.0,No,39500,"90,000",33,16.45833333,General Finance,Consult a financial advisor,0.0,0.197007481,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",35000.0,165500.0,0.01094425115703358,0.37166169762481394,2.7469495040823336e-06,7692.902239322637
30/12/2024 12:26,1,Technologist,2,150000,150000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,0.0,0.0,20500.0,53500.0,No,76000,200000,50,50.66666667,General Finance,Consult a financial advisor,0.0,1.027027027,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",20500.0,53500.0,0.02924595549389303,0.528106858039791,5.193817641199068e-06,88509.56592588018
10/01/2025 19:40,1,senior chemist,4,70000,220000,"Salary, Freelancing",pension,Yes,no,0.0,0.0,66000.0,114500.0,No,39500,85000,36,17.95454545,General Finance,Consult a financial advisor,0.0,0.218836565,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",66000.0,114500.0,0.00928649128481182,0.35944681318861443,1.0131890051547986e-06,6296.930176349923
30/12/2024 12:18,1,Draftsperson,5,150000,675000,"Salary, Pension",pension,Yes,no,0.0,0.0,187000.0,323000.0,No,165000,"90,000",44,24.44444444,General Finance,Consult a financial advisor,0.0,0.323529412,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",187000.0,323000.0,0.010403008110709143,0.4184528382699863,1.4836045334900583e-07,95005.03875398544
04/01/2025 23:46,1,Complaints Dept. Clerk,2,140000,180000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,23000.0,68500.0,No,88500,40 000,52,49.16666667,General Finance,Consult a financial advisor,0.0,0.967213115,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",23000.0,68500.0,0.03521192624224851,0.5688053216408813,3.831122744030577e-06,106154.00487349968
25/12/2024 13:52,1,Teacher,2,160000,400000,Salary,pension,Yes,no,0.0,0.0,98000.0,230000.0,No,72000,"75,000",46,18.0,General Finance,Consult a financial advisor,0.0,0.219512195,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",98000.0,230000.0,0.011708525488543188,0.3972586418924998,6.273794462857201e-07,25234.24153880929
10/01/2025 19:40,1,small grocery shop,4,150000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,76000.0,156500.0,No,17500,50000,24,7.0,General Finance,Consult a financial advisor,0.0,0.075268817,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",76000.0,156500.0,0.001631012775704378,0.2561029542277958,9.22443642959086e-07,1158.4390312605
29/12/2024 17:15,1,contract construction worker,2,180000,340000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,85000.0,237000.0,No,18000,150000,28,5.294117647,General Finance,Consult a financial advisor,0.0,0.055900621,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",85000.0,237000.0,0.0023522971845106617,0.27883122742360933,1.1630752938607307e-06,1228.2334828169708
30/12/2024 12:44,1,Photographer,4,110000,300000,"Salary, Commission",pension,Yes,no,0.0,0.0,63000.0,204000.0,No,33000,"90,000",32,11.0,General Finance,Consult a financial advisor,0.0,0.123595506,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",63000.0,204000.0,0.004962356901845187,0.3247594790866014,1.1762822163164275e-06,4552.5916654279235
30/12/2024 12:48,1,University Lecturer,4,60000,90000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,20000.0,62500.0,No,7500,80 000,32,8.333333333,General Finance,Consult a financial advisor,0.0,0.090909091,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",20000.0,62500.0,0.0034068612231205695,0.30467532152025895,5.898965812280574e-06,380.49135515238936
30/12/2024 12:34,1,Machine Operator,2,1500000,2000000,"Investments (fixed deposits, stocks etc), Salary",,No,no,0.0,0.0,228000.0,205000.0,No,1567000,"250,000",48,78.35,General Finance,Consult a financial advisor,0.0,3.618937644,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",228000.0,205000.0,0.023649511756210714,0.7610234410217045,1.9700179940796224e-07,15291515.7029253
29/12/2024 17:12,1,Key Account Manager,3,200000,200000,"Salary, Pension",,Yes,no,0.0,0.0,44000.0,135500.0,No,20500,"200,000",25,10.25,General Finance,Consult a financial advisor,0.0,0.114206128,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",44000.0,135500.0,0.0024400988391262268,0.26419223262879254,2.5942364820674353e-06,2168.9491802716516
30/12/2024 12:48,1,Structural design engineer,3,55000,260000,"Salary, Commission, Investments",pension,Yes,no,0.0,0.0,36000.0,223500.0,No,500,"90,000",32,0.192307692,General Finance,Consult a financial advisor,0.0,0.001926782,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",36000.0,223500.0,0.0002268339552248915,0.2897020052714727,2.5385858849519496e-06,0.8124510812966319
04/01/2025 23:46,0,Retired,4,170000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,32000.0,107000.0,No,31000,"150,000",37,18.23529412,General Finance,Consult a financial advisor,0.0,0.223021583,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",32000.0,107000.0,0.004499105481888883,0.3435875492700067,2.9822665264836877e-06,7698.83841135014
14/12/2024 15:51,1,Senior insurance Executive,3,65000,140000,"Salary, Pension",,Yes,no,0.0,0.0,22500.0,108000.0,No,9500,500000,52,6.785714286,General Finance,Consult a financial advisor,0.0,0.072796935,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",22500.0,108000.0,0.005282193220295324,0.3762053825251254,2.7896421441966844e-06,635.4162328111931
04/01/2025 23:53,1,Stagehand,5,160000,370000,"Salary, Freelancing",pension,Yes,no,0.0,0.0,46000.0,283000.0,No,41000,70 000,22,11.08108108,General Finance,Consult a financial advisor,0.0,0.124620061,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",46000.0,283000.0,0.0037934340940821354,0.2719903275485225,1.6242142667135659e-06,6892.233978883712
04/01/2025 22:47,1,CSR Specialist,4,250000,1300000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,170000.0,353000.0,yes,777000,280 000,36,59.76923077,General Finance,Consult a financial advisor,0.0,1.485659656,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",170000.0,353000.0,0.04657496358887757,0.6732706458879953,2.935317574377539e-07,2571483.1355720274
30/12/2024 12:30,1,Doctor,4,180000,240000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,56000.0,123000.0,yes,61000,"90,000",41,25.41666667,General Finance,Consult a financial advisor,0.0,0.340782123,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",56000.0,123000.0,0.006616182531315469,0.3847049279923171,1.192855156341209e-06,25321.20843745347
30/12/2024 12:37,1,E-Commerce Manager,3,160000,230000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,71000.0,99000.0,No,60000,70 000,44,26.08695652,General Finance,Consult a financial advisor,0.0,0.352941176,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",71000.0,99000.0,0.00827942727254179,0.3901797400383982,9.074856330623594e-07,24246.791419056
27/12/2024 20:51,1,Doctor,4,35000,200000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,78000.0,89500.0,No,32500,75000,20,16.25,General Finance,Consult a financial advisor,0.0,0.194029851,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",78000.0,89500.0,0.01158364218626144,0.2554397161005927,8.357213510882103e-07,1738.3501805456003
30/12/2024 12:37,1,Warehouse Manager,5,70000,520000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,92000.0,310000.0,No,118000,80 000,34,22.69230769,General Finance,Consult a financial advisor,0.0,0.293532338,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",92000.0,310000.0,0.021057206568423158,0.41796500657558244,5.491095746308897e-07,37304.59034448884
30/12/2024 12:59,1,Stock Broker,3,60000,400000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,70000.0,174000.0,Yes,156000,"60,000",20,39.0,General Finance,Consult a financial advisor,0.0,0.639344262,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",70000.0,174000.0,0.0576703970302654,0.4143336770608268,1.3150774194868765e-06,58749.13992471355
29/12/2024 17:00,1,Machine Operator,4,160000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,25000.0,186000.0,No,39000,"90,000",56,15.6,General Finance,Consult a financial advisor,0.0,0.184834123,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",25000.0,186000.0,0.00734517146329995,0.42122799149437334,1.5471941979472173e-06,14313.941292907708
30/12/2024 12:34,0,,4,100000,160000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,13500.0,97500.0,No,49000,80000,27,30.625,General Finance,Consult a financial advisor,0.0,0.441441441,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",13500.0,97500.0,0.01679355002744477,0.43104901057124057,1.1987726497312071e-05,21980.959296096302
