Age,Are you employed?,Do you have a vehicle/s?,Do you have any issues in handling your income and expenses? If so please mention.,Do you live alone and cover your own expenses?,How many people are in your house?,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),If u said other please mention what it was,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Investment type,Risk_proxy_returns,Savings_Ratio,Timestamp,Unnamed: 21,What categories of income do you currently have?,What is your job?,What is your personal income?,What is your total household income?,detailed_advice,financial_priority,investment_advice_1,investment_advice_2,investment_advice_avoid
44,1,Yes,No,no,4,94500,120 000,,,,38000.0,127500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.570996979,36.34615385,04/01/2025 23:10,,"Salary, Self-owned business",Draftsman,170000,260000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Participate in Micro Investing,Avoid Non-Diversified Portfolios
51,1,Yes,No,no,4,24000,"8,000",,,,74000.0,102000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.136363636,12.0,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Salary",Stock Broker,140000,200000,Consult a financial advisor,General Finance,Real Estate (small plots),Start Freelancing for Side Income,Avoid Crypto Without Research
21,1,Yes,No,no,2,73500,200 000,pension,,,94000.0,212500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.239804241,19.34210526,04/01/2025 22:30,,"Freelancing, Brand endorsements",Senior insurance Executive,380000,380000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Participate in Micro Investing,Avoid Undocumented Assets
56,0,Yes,No,no,2,6500,65000,,,,37500.0,126000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.039755352,3.823529412,30/12/2024 12:18,,"Salary, Pension",,140000,170000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Start Robo-Advisory Investment,Avoid Non-Diversified Portfolios
25,1,Yes,No,no,5,11500,"60,000",,,,75000.0,133500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.055155875,5.227272727,30/12/2024 12:44,,"Salary, Investments, Rental income",Supervisor,150000,220000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Balanced Mutual Funds,Avoid Timing the Market
56,1,Yes,No,no,3,56500,60000,pension,,,57000.0,106500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.345565749,25.68181818,30/12/2024 12:34,,"Salary, Investments, Rental income",Buying Agent,140000,220000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Try Automated Saving Apps,Avoid Frequent Trading
29,1,Yes,No,no,3,54500,90 000,,,,22000.0,173500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.278772379,21.8,30/12/2024 12:30,,"Salary, Investments, Rental income",Insurance Manager,120000,250000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Real Estate Trusts,Avoid Crypto Without Research
27,1,Yes,Yes,no,5,13000,"60,000",,,,10500.0,126500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.094890511,8.666666667,04/01/2025 23:10,,"Salary, Pension",Compliance Specialist,70000,150000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Diversify with Islamic Finance,Avoid High-Risk Derivatives
23,1,Yes,No,no,3,26000,90 000,pension,,,35000.0,134000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.153846154,13.33333333,10/01/2025 19:40,,"Freelancing, Brand endorsements",Draftsperson,130000,195000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Balanced Mutual Funds,Avoid Frequent Trading
37,1,Yes,No,no,3,48000,85000,pension,,,12500.0,119500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.363636364,26.66666667,29/12/2024 17:15,,Salary,Hotel Manager,180000,180000,Consult a financial advisor,General Finance,Consider Pension Schemes,Invest in Collectibles,Avoid Ponzi Schemes
54,1,Yes,No,no,3,156500,70 000,,,,72000.0,121500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.80878553,44.71428571,13/12/2024 15:15,,"Salary, Pension",Junior Sales Representative,140000,350000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Stock Options Learning,Avoid Ponzi Schemes
44,1,Yes,No,no,2,19000,"20,000",,,,39500.0,81500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.157024793,13.57142857,30/12/2024 12:44,,"Salary, Investments, Self-owned business",Store keeper,140000,140000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Balanced Mutual Funds,Avoid Frequent Trading
50,1,Yes,No,no,4,4500,"70,000",pension,,,20000.0,115500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.033210332,3.214285714,04/01/2025 23:06,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",merchandiser,140000,140000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Explore Foreign Stocks,Avoid Investing Without Emergency Fund
56,1,Yes,No,no,5,21000,65 000,pension,,,32000.0,197000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.091703057,8.4,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",HR Manager,250000,250000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Explore Foreign Stocks,Avoid High-Risk Derivatives
51,1,Yes,No,no,4,34000,"75,000",pension,,,22500.0,103500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.26984127,21.25,30/12/2024 12:26,,"Salary, Freelancing",E-Commerce Specialist,70000,160000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Dividend-paying Stocks,Avoid Undocumented Assets
29,1,Yes,No,no,4,119000,"50,000",pension,,,64000.0,217000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.423487544,29.75,04/01/2025 23:53,,"Salary, Investments, Rental income",Postmaster,80000,400000,Consult a financial advisor,General Finance,Invest in Index Funds,Peer-to-Peer Lending,Don't Trust Unlicensed Advisors
36,1,Yes,No,no,5,43000,"90,000",,,,45000.0,132000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.242937853,19.54545455,30/12/2024 12:44,,Freelancing,E-Commerce Manager,150000,220000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Balanced Mutual Funds,Avoid Undocumented Assets
38,1,Yes,No,no,2,26000,"8,000",pension,,,17000.0,167000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.141304348,12.38095238,30/12/2024 12:18,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Tyre Fitter,120000,210000,Consult a financial advisor,General Finance,Real Estate (small plots),Real Estate Trusts,Don't Ignore Inflation
42,1,Yes,No,no,2,1097500,75000,pension,,,159000.0,243500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",2.726708075,73.16666667,30/12/2024 12:26,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",trainee merchandiser,1500000,1500000,Consult a financial advisor,General Finance,Consider Pension Schemes,Participate in Micro Investing,Avoid Undocumented Assets
29,1,Yes,No,no,4,235500,65 000,pension,,,54000.0,170500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",1.048997773,51.19565217,30/12/2024 13:03,,"Salary, Pension",Diagnostic Technician,300000,460000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Balanced Mutual Funds,Avoid Overexposure to One Sector
49,1,Yes,No,no,3,148500,25 000,pension,,,48000.0,253500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.492537313,33.0,04/01/2025 23:10,,Salary,Tyre Fitter,130000,450000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Precious Metal Mutual Funds,Avoid Crypto Without Research
23,1,No,No,no,3,18000,15 000,,,,14000.0,88000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.176470588,15.0,25/12/2024 13:52,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Senior Civil Engineer,70000,120000,Consult a financial advisor,General Finance,Open a Forex Account,Try Automated Saving Apps,Avoid Timing the Market
24,1,Yes,No,no,2,93500,"200,000",pension,,,24000.0,52500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.222222222,55.0,27/12/2024 20:51,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Key Account Manager,170000,170000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Precious Metal Mutual Funds,Don't Skip Retirement Planning
29,1,Yes,No,no,4,238000,65000,pension,,,70000.0,292000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.657458564,39.66666667,30/12/2024 12:59,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Store keeper,160000,600000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Stock Options Learning,Avoid Timing the Market
36,1,No,No,no,4,130000,40 000,,,,29000.0,141000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.764705882,43.33333333,04/01/2025 23:53,,Salary,Vehicle Body Repairer,60000,300000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Participate in Micro Investing,Don't Chase Unrealistic Returns
46,1,No,No,no,4,4000,75000,pension,,,15000.0,141000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.025641026,2.5,30/12/2024 12:23,,"Freelancing, Brand endorsements",small grocery shop,160000,160000,Consult a financial advisor,General Finance,Invest in Index Funds,Diversify with Islamic Finance,Avoid High Leverage
51,1,Yes,No,no,5,5500,"80,000",pension,,,72000.0,182500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.021611002,2.115384615,30/12/2024 12:18,,"Salary, Investments, Rental income",contract construction worker,150000,260000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Precious Metal Mutual Funds,Avoid Non-Diversified Portfolios
27,1,Yes,No,no,3,41000,"250,000",pension,,,55000.0,104000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.257861635,20.5,10/01/2025 20:10,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Senior insurance Executive,70000,200000,Consult a financial advisor,General Finance,Start SIP (Systematic Investment Plan),Use AI-based Portfolio Managers,Don't Skip Retirement Planning
44,1,Yes,Yes,no,4,47500,"8,000",,,,13500.0,89000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.463414634,31.66666667,14/12/2024 15:04,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Sales executive,150000,150000,Consult a financial advisor,General Finance,Buy ETFs,Start Freelancing for Side Income,Don't Invest on Borrowed Money
37,1,Yes,No,no,6,35500,"60,000",,,,53000.0,191500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.145194274,12.67857143,30/12/2024 12:59,,"Freelancing, Brand endorsements",Stagehand,170000,280000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Real Estate Trusts,Don't Ignore Inflation
58,1,Yes,No,no,5,9500,65000,,,,23000.0,117500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.067615658,6.333333333,13/12/2024 14:55,,"Investments (fixed deposits, stocks etc), Salary",Doctor,150000,150000,Consult a financial advisor,General Finance,Buy ETFs,Dividend-paying Stocks,Avoid Undocumented Assets
21,1,Yes,Yes,no,4,97000,"40,000",,,,68000.0,135000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.477832512,32.33333333,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Salary",Financial Advisor,150000,300000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Participate in Micro Investing,Don't Invest on Borrowed Money
57,1,No,Yes,yes,1,4500,"10,000",,6500.0,24000.0,,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.147540984,12.85714286,,,Salary,Receptionist,35000,35000,Consult a financial advisor,General Finance,Invest in Index Funds,Diversify with Islamic Finance,Avoid Ignoring Tax Implications
47,1,No,No,no,5,14000,50 000,Wedding photography,,,75000.0,261000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.041666667,4.0,04/01/2025 22:47,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",University Lecturer,180000,350000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Start Freelancing for Side Income,Avoid Frequent Trading
56,1,Yes,No,no,2,93500,"70,000",pension,,,23000.0,53500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",1.222222222,55.0,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Make-Up Artist,60000,170000,Consult a financial advisor,General Finance,Buy ETFs,Green Bonds,Avoid Non-Diversified Portfolios
26,1,Yes,No,no,4,18500,"90,000",pension,,,50000.0,181500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.079913607,7.4,30/12/2024 12:18,,"Salary, Investments, Self-owned business",Model,50000,250000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Real Estate Trusts,Avoid Overlapping Insurance-Investments
33,1,No,No,no,3,141000,500000,pension,,,59000.0,100000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.886792453,47.0,10/01/2025 19:52,,"Investments (fixed deposits, stocks etc), Salary",Diagnostic Technician,130000,300000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Balanced Mutual Funds,Don't Chase Unrealistic Returns
25,1,No,No,no,2,178000,25 000,pension,,,71000.0,171000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.73553719,42.38095238,30/12/2024 12:48,,"Investments (fixed deposits, stocks etc), Salary",Lighting Technician,200000,420000,Consult a financial advisor,General Finance,Invest in Index Funds,Stock Options Learning,Avoid Ponzi Schemes
44,1,Yes,No,no,2,131500,"75,000",,,,21000.0,107500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",1.023346304,50.57692308,13/12/2024 15:19,,"Salary, Pension",Workshop manager,60000,260000,Consult a financial advisor,General Finance,Invest in Gold Bonds,Participate in Micro Investing,Don't Ignore Inflation
26,1,Yes,No,no,2,49000,"40,000",pension,,,57000.0,144000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.243781095,19.6,27/12/2024 20:51,,"Salary, Investments, Rental income",senior chemist,110000,250000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Invest in Collectibles,Avoid Investing Without Emergency Fund
37,1,Yes,Yes.i  Want to save more,no,4,38000,"8,000",,,,80000.0,282000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.104972376,9.5,05/01/2025 00:25,,"Self owned unofficial business (car rentals, house rentals etc)",Teacher,130000,400000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Open Dollar Account,Avoid High Leverage
33,1,Yes,No,no,3,47000,"40,000",pension,,,24000.0,194000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.21559633,17.73584906,30/12/2024 13:03,,"Salary, Investments, Self-owned business",Business Development Manager,200000,265000,Consult a financial advisor,General Finance,Start Emergency Fund,Start Robo-Advisory Investment,Avoid High-Risk Derivatives
58,1,Yes,No,no,3,8000,"30,000",,,,19500.0,92500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.071428571,6.666666667,04/01/2025 22:30,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Sales executive,75000,120000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Open Dollar Account,Avoid Ignoring Fees
25,1,Yes,Yes,no,4,58000,300 000,,,,34000.0,108000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.408450704,29.0,30/12/2024 13:03,,"Investments (fixed deposits, stocks etc), Salary",Technologist,200000,200000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Start Robo-Advisory Investment,Don't Trust Unlicensed Advisors
26,1,Yes,No,no,4,36000,"250,000",pension,,,18000.0,126000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.25,20.0,30/12/2024 12:44,,"Investments (fixed deposits, stocks etc), Salary",Environment specialist,70000,180000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Peer-to-Peer Lending,Avoid Undocumented Assets
40,0,Yes,No,no,5,991500,"20,000",,,,95000.0,413500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",1.949852507,66.1,30/12/2024 12:44,,Salary,,1500000,1500000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Start Robo-Advisory Investment,Don't Trust Unlicensed Advisors
48,1,Yes,No,yes,1,72000,500000,,15000.0,73000.0,,,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.818181818,45.0,10/01/2025 19:40,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",retail store,160000,160000,Consult a financial advisor,General Finance,Invest in Index Funds,Start Freelancing for Side Income,Don't Trust Unlicensed Advisors
49,1,No,No,no,2,49000,"85,000",pension,,,32000.0,99000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.374045802,27.22222222,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",HR Manager,50000,180000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Peer-to-Peer Lending,Don't Invest on Borrowed Money
51,1,Yes,Yes,no,2,81000,70 000,pension,,,36000.0,83000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.680672269,40.5,04/01/2025 23:10,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Chairman ((Government),130000,200000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Explore Foreign Stocks,Avoid Overexposure to One Sector
57,1,Yes,No,no,3,39000,"90,000",,,,30000.0,81000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.351351351,26.0,29/12/2024 17:00,,"Freelancing, Brand endorsements",Photographer,150000,150000,Consult a financial advisor,General Finance,Consider Pension Schemes,Start Freelancing for Side Income,Don't Chase Unrealistic Returns
47,1,Yes,No,no,3,22000,40000,,,,15000.0,113000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.171875,14.66666667,30/12/2024 12:48,,"Salary, Investments, Self-owned business",Cleark (Government),70000,150000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Start Robo-Advisory Investment,Avoid Overexposure to One Sector
20,1,Yes,No,no,4,63500,60 000,pension,,,55000.0,91500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.433447099,30.23809524,30/12/2024 12:37,,"Freelancing, Brand endorsements",Deputy Shop Manager,160000,210000,Consult a financial advisor,General Finance,Buy ETFs,Green Bonds,Avoid Undocumented Assets
41,1,Yes,No,no,5,1145000,"140,000",,,,138000.0,337000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2.410526316,70.67901235,30/12/2024 12:59,,"Salary, Business profits",senior graduate teacher,1500000,1620000,Consult a financial advisor,General Finance,Diversify with Mutual Funds,Invest in Collectibles,Avoid Crypto Without Research
31,1,Yes,No,no,4,3500,"60,000",pension,,,9000.0,52500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.056910569,5.384615385,30/12/2024 12:30,,Freelancing,Technical officer,65000,65000,Consult a financial advisor,General Finance,Real Estate (small plots),Balanced Mutual Funds,Avoid High-Risk Derivatives
25,1,Yes,No,no,5,8500,40000,,,,75000.0,266500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.02489019,2.428571429,04/01/2025 22:47,,"Salary, Investments, Self-owned business",HR Manager,15000,350000,Consult a financial advisor,General Finance,Conservative Hybrid Funds,Peer-to-Peer Lending,Avoid Emotion-Driven Decisions
30,1,Yes,No,no,4,142500,"150,000",pension,,,98000.0,259500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.398601399,28.5,13/12/2024 14:46,,"Freelancing, Brand endorsements",Resident Engineer,150000,500000,Consult a financial advisor,General Finance,Invest in REITs,Green Bonds,Don't Chase Unrealistic Returns
54,1,Yes,No,no,3,5500,"20,000",pension,,,36500.0,128000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.03343465,3.235294118,14/12/2024 15:28,,"Freelancing, Brand endorsements",Restaurant Manager,80000,170000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Start Freelancing for Side Income,Avoid High-Risk Derivatives
44,1,Yes,No,no,4,55500,65000,pension,,,12500.0,92000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.531100478,34.6875,30/12/2024 12:30,,"Investments (fixed deposits, stocks etc), Salary",senior chemist,140000,160000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Start ESG Investment,Avoid Overexposure to One Sector
31,1,No,Yes,no,3,9500,30 000,,,,12000.0,88500.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.094527363,8.636363636,,,Salary,Quality Inspector,60000,110000,Consult a financial advisor,General Finance,Open a Forex Account,Start Freelancing for Side Income,Avoid High Leverage
54,1,Yes,No,no,3,20500,85000,pension,,,43000.0,176500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.093394077,8.541666667,30/12/2024 12:23,,"Investments (fixed deposits, stocks etc), Salary",assistant ,170000,240000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Diversify with Islamic Finance,Avoid Overexposure to One Sector
51,1,Yes,No,no,4,184500,"90,000",,,,82000.0,233500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.584786054,36.9,29/12/2024 17:15,,"Salary, Investments, Freelancing",Supervisor,110000,500000,Consult a financial advisor,General Finance,Invest in Unit Trusts,Peer-to-Peer Lending,Avoid Investing Without Emergency Fund
24,1,Yes,No,no,4,46500,"90,000",pension,,,25000.0,158500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.253405995,20.2173913,30/12/2024 12:59,,"Salary, Self owned unofficial business (car rentals, house rentals etc)",HR Manager,100000,230000,Consult a financial advisor,General Finance,Explore PPF/NSB Smart Saver,Precious Metal Mutual Funds,Avoid Frequent Trading
47,1,Yes,No,no,4,103000,80 000,pension,,,30000.0,97000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.811023622,44.7826087,10/01/2025 19:40,,"Salary, Investments, Freelancing",Diagnostic Technician,170000,230000,Consult a financial advisor,General Finance,Contribute to Retirement Fund,Try Crypto ETFs,Avoid Ponzi Schemes
59,1,No,No,no,5,11500,80000,pension,,,74000.0,214500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.039861352,3.833333333,30/12/2024 12:37,,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Resident Engineer,150000,300000,Consult a financial advisor,General Finance,Real Estate (small plots),Green Bonds,Avoid Ignoring Fees
40,1,Yes,No,no,2,202000,65 000,pension,,,145000.0,303000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.450892857,31.07692308,04/01/2025 23:39,,"Salary, Commission, Investments",Designer,150000,650000,Consult a financial advisor,General Finance,Invest in Corporate Bonds,Invest in Collectibles,Don't Chase Unrealistic Returns
45,1,Yes,No,no,3,16500,500000,,,,39500.0,104000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.114982578,10.3125,14/12/2024 15:10,,Salary,University Lecturer,65000,160000,Consult a financial advisor,General Finance,Invest in REITs,Try Crowdfunding Platforms,Avoid Ignoring Tax Implications
22,1,Yes,No,no,5,21000,80 000,pension,,,24000.0,115000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.151079137,13.125,05/01/2025 00:09,,"Salary, Pension",Technical officer,110000,160000,Consult a financial advisor,General Finance,Invest in Blue Chip Stocks,Stock Options Learning,Avoid Unregulated Investments
21,1,Yes,No,no,4,33500,65 000,pension,,,54000.0,152500.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",0.162227603,13.95833333,04/01/2025 23:10,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Teacher,160000,240000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Start ESG Investment,Avoid High Leverage
35,0,Yes,No,no,4,29000,40000,pension,,,38000.0,133000.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.169590643,14.5,30/12/2024 12:18,,"Salary, Investments, Rental income",,160000,200000,Consult a financial advisor,General Finance,Real Estate (small plots),Explore Structured Products,Avoid Overlapping Insurance-Investments
39,1,Yes,No,no,4,61000,"70,000",pension,,,16000.0,183000.0,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.306532663,23.46153846,04/01/2025 23:10,,"Investments (fixed deposits, stocks etc), Salary",Deputy Shop Manager,160000,260000,Consult a financial advisor,General Finance,Use Tax-Efficient Accounts,Try Automated Saving Apps,Don't Invest on Borrowed Money
40,1,No,Yes,yes,1,17500,"20,000",Theater gigs,7500.0,25000.0,,,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",0.538461538,35.0,,,Freelancing,Actor,50000,50000,Consult a financial advisor,General Finance,Open High-Yield Savings Account,Try Crypto ETFs,Don't Invest on Borrowed Money
52,0,Yes,No,no,2,96000,85000,,,,32000.0,112000.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.666666667,40.0,04/01/2025 23:46,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,180000,240000,Consult a financial advisor,General Finance,Buy Treasury Bonds,Participate in Micro Investing,Avoid Overexposure to One Sector
34,1,Yes,No,no,3,19500,75000,,,,77000.0,93500.0,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.114369501,10.26315789,27/12/2024 20:51,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Forman (Government),80000,190000,Consult a financial advisor,General Finance,Real Estate (small plots),Diversify with Islamic Finance,Avoid Investing Without Emergency Fund
27,1,Yes,No,no,2,1283000,65000,pension,,,129000.0,248000.0,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",3.403183024,77.28915663,05/01/2025 00:18,,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",Customer Rel. Manager,1500000,1660000,Consult a financial advisor,General Finance,Consider Pension Schemes,Start ESG Investment,Avoid High Leverage
29,1,Yes,No,no,4,50500,300000,pension,,,52000.0,87500.0,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",0.362007168,26.57894737,29/12/2024 17:15,,Freelancing,Housewife,70000,190000,Consult a financial advisor,General Finance,Consider Pension Schemes,Try Crypto ETFs,Avoid High Leverage
