Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,How much do you save monthly?,fam total spent,alone total spent,Age,Risk_proxy_returns,age range,"less than 5000 18-25, 26–35, 36–45, 46–55, 56–65, 66–75, 76-90","less than 5000 18-25, 26–35, 36–45, 46–55, 56–65, 66–75, 76-90","less than 5000 18-25, 26–35, 36–45, 46–55, 56–65, 66–75, 76-90",,,,,,,,Advice 2,Advice 3
04/01/2025 23:06,1,Deputy General Manager (Construction),2,140000,180000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,30000,91500,58500,"121,500",,34,0.481481481,,,,,,,,,,,,,
30/12/2024 12:48,1,contract construction worker,3,140000,220000,"Salary, Investments, Self-owned business",,No,no,,,37000,99000,84000,"136,000",,52,0.617647059,,,,,,,,,,,,,
29/12/2024 17:12,1,Marketing Manager,3,160000,160000,"Salary, ",pension,Yes,no,,,32000,99000,29000,"131,000",,59,0.221374046,,,,,,,,,,,,,
30/12/2024 12:30,1,Quality Inspector,4,15000,180000,"Salary, Commission, Investments",pension,Yes,no,,,39000,139500,1500,"178,500",,53,0.008403361,,,,,,,,,,,,,
30/12/2024 12:37,1,General manager,5,75000,1300000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,136000,341500,822500,"477,500",,30,1.722513089,,,,,,,,,,,,,
30/12/2024 12:59,1,University Lecturer,5,130000,420000,"Salary, Pension",,Yes,no,,,78000,297500,44500,"375,500",,48,0.118508655,,,,,,,,,,,,,
30/12/2024 12:37,1,Buying Agent,3,140000,150000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,,32500,116500,1000,"149,000",,59,0.006711409,,,,,,,,,,,,,
30/12/2024 12:30,1,Technologist,1,160000,160000,"Salary, Investments, Rental income",pension,Yes,yes,28000,55000,,,77000,,"83,000",37,0.927710843,,,,,,,,,,,,,
30/12/2024 13:03,1,Dancer,3,140000,150000,"Salary, Freelancing",,Yes,no,,,23000,81500,45500,"104,500",,22,0.435406699,,,,,,,,,,,,,
30/12/2024 12:59,1,Sales executive,3,150000,240000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,50000,119000,71000,"169,000",,43,0.420118343,,,,,,,,,,,,,
04/01/2025 23:10,1,Stock Broker,3,180000,300000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,36000,174000,90000,"210,000",,56,0.428571429,,,,,,,,,,,,,
30/12/2024 12:34,1,Director engineering,3,130000,180000,"Salary, Investments, Rental income",pension,Yes,no,,,38000,139500,2500,"177,500",,35,0.014084507,,,,,,,,,,,,,
30/12/2024 12:18,1,senior chemist,3,160000,300000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,20000,104500,175500,"124,500",,26,1.409638554,,,,,,,,,,,,,
29/12/2024 17:00,1,Diagnostic Technician,2,70000,240000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,47000,55500,137500,"102,500",,42,1.341463415,,,,,,,,,,,,,
30/12/2024 12:37,1,Key Account Manager,2,160000,160000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,34500,76000,49500,"110,500",,33,0.447963801,,,,,,,,,,,,,
10/01/2025 19:40,1,Teacher,4,130000,1800000,"Salary, Investments, Rental income",,Yes,no,,,196000,322500,1281500,"518,500",,44,2.471552555,,,,,,,,,,,,,
04/01/2025 23:06,1,Chairman ((Government),6,150000,160000,"Salary, Pension",pension,Yes,no,,,18000,80500,61500,"98,500",,46,0.624365482,,,,,,,,,,,,,
30/12/2024 12:44,0,,2,15000,130000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,21500,50000,58500,"71,500",,51,0.818181818,,,,,,,,,,,,,
30/12/2024 12:59,1,Complaints Dept. Clerk,3,140000,150000,"Salary, Investments, Freelancing",,No,no,,,13500,111500,25000,"125,000",,41,0.2,,,,,,,,,,,,,
30/12/2024 12:18,1,Maintenance Engineer,4,60000,250000,"Salary, Investments, Rental income",pension,Yes,no,,,17000,206500,26500,"223,500",,28,0.118568233,,,,,,,,,,,,,
30/12/2024 12:34,1,Lawer,4,280000,280000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,22000,186500,71500,"208,500",,25,0.342925659,,,,,,,,,,,,,
10/01/2025 19:40,1,small grocery shop,4,140000,140000,"Salary, Investments, Self-owned business",pension,Yes,no,,,35000,87000,18000,"122,000",,45,0.147540984,,,,,,,,,,,,,
30/12/2024 12:30,0,,3,160000,450000,"Freelancing, Brand endorsements",,No,no,,,99000,150000,201000,"249,000",,29,0.807228916,,,,,,,,,,,,,
04/01/2025 23:39,1,lawyer,1,170000,170000,"Salary, Investments, Self-owned business",pension,Yes,yes,34500,72000,,,63500,,"106,500",30,0.596244131,,,,,,,,,,,,,
29/12/2024 17:00,1,merchandiser,4,140000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,60000,105500,24500,"165,500",,35,0.148036254,,,,,,,,,,,,,
04/01/2025 22:30,0,Retired,2,130000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,,38000,147500,14500,"185,500",,59,0.078167116,,,,,,,,,,,,,
30/12/2024 12:18,1,Warehouse Manager,2,170000,180000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,,25000,88500,66500,"113,500",,50,0.585903084,,,,,,,,,,,,,
04/01/2025 23:06,1,Structural design engineer,2,15000,210000,"Freelancing, Brand endorsements",pension,Yes,no,,,46000,50500,113500,"96,500",,24,1.176165803,,,,,,,,,,,,,
30/12/2024 13:03,1,E-Commerce Specialist,2,140000,170000,Salary,pension,Yes,no,,,34000,78000,58000,"112,000",,32,0.517857143,,,,,,,,,,,,,
29/12/2024 17:15,1,Warehouse Manager,5,140000,240000,"Salary, Investments, Rental income",pension,Yes,no,,,48000,191500,500,"239,500",,25,0.002087683,,,,,,,,,,,,,
27/12/2024 20:51,0,,4,150000,190000,"Salary, Commission, Investments",pension,Yes,no,,,72000,111500,6500,"183,500",,28,0.035422343,,,,,,,,,,,,,
30/12/2024 12:44,1,Sales representative,4,250000,250000,"Salary, Investments, Rental income",,Yes,no,,,35000,213500,1500,"248,500",,49,0.006036217,,,,,,,,,,,,,
30/12/2024 12:59,1,General manager,4,600000,600000,"Investments (fixed deposits, stocks etc), Salary",,No,no,,,90000,263500,246500,"353,500",,37,0.697312588,,,,,,,,,,,,,
30/12/2024 12:34,1,Hotel Manager,4,160000,350000,"Salary, Commission, Investments",,Yes,no,,,69000,160000,121000,"229,000",,33,0.528384279,,,,,,,,,,,,,
04/01/2025 23:06,1,HR Manager,3,70000,70000,Salary,,Yes,no,,,7000,50500,12500,"57,500",,30,0.217391304,,,,,,,,,,,,,
30/12/2024 13:03,1,mason,3,140000,140000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,11500,91500,37000,"103,000",,33,0.359223301,,,,,,,,,,,,,
30/12/2024 12:59,1,Make-Up Artist,4,500000,500000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,64000,315000,121000,"379,000",,23,0.319261214,,,,,,,,,,,,,
30/12/2024 12:34,0,none,3,170000,700000,"Salary, Investments, Rental income",pension,Yes,no,,,91000,252500,356500,"343,500",,27,1.037845706,,,,,,,,,,,,,
29/12/2024 17:15,1,Hotel Manager,4,170000,170000,"Salary, Investments, Self-owned business",pension,Yes,no,,,13500,121000,35500,"134,500",,30,0.26394052,,,,,,,,,,,,,
19/12/2024 15:18,1,Restaurant Manager,2,170000,300000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,54000,186500,59500,"240,500",,48,0.247401247,,,,,,,,,,,,,
14/12/2024 15:51,1,Chairman ((Government),3,170000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Private tution ,No,no,,,21500,148500,10000,"170,000",,49,0.058823529,,,,,,,,,,,,,
10/01/2025 19:40,1,HR Manager,3,120000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,,52000,130000,68000,"182,000",,39,0.373626374,,,,,,,,,,,,,
27/12/2024 20:54,1,E-Commerce Manager,4,150000,200000,"Salary, Commission",,Yes,no,,,77000,95000,28000,"172,000",,38,0.162790698,,,,,,,,,,,,,
30/12/2024 12:44,1,Sound Engineer,6,160000,270000,"Salary, Business profits",pension,Yes,no,,,26000,196500,47500,"222,500",,52,0.213483146,,,,,,,,,,,,,
10/01/2025 19:40,1,Senior insurance Executive,3,160000,210000,"Salary, Commission, Investments",pension,Yes,no,,,50000,158500,1500,"208,500",,55,0.007194245,,,,,,,,,,,,,
04/01/2025 23:06,1,Supervisor,5,150000,320000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,96000,191500,32500,"287,500",,38,0.113043478,,,,,,,,,,,,,
30/12/2024 12:59,1,Structural design engineer,2,55000,270000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,55000,121000,94000,"176,000",,23,0.534090909,,,,,,,,,,,,,
30/12/2024 12:44,1,Environment specialist,3,140000,140000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,26000,103500,10500,"129,500",,39,0.081081081,,,,,,,,,,,,,
13/12/2024 14:55,1,Civil Engineer,1,150000,150000,"Salary, Freelancing",,Yes,yes,37500,51500,,,61000,,"89,000",21,0.685393258,,,,,,,,,,,,,
04/01/2025 22:47,1,Car Mechanic,3,15000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,,28500,106000,15500,"134,500",,47,0.115241636,,,,,,,,,,,,,
29/12/2024 17:12,1,Structural design engineer,3,150000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,17000,94000,69000,"111,000",,47,0.621621622,,,,,,,,,,,,,
30/12/2024 12:48,1,Insurance Manager,3,250000,1800000,Salary,pension,Yes,no,,,274000,327000,1199000,"601,000",,44,1.995008319,,,,,,,,,,,,,
05/01/2025 00:25,1,Chemical Lab Technician,4,180000,900000,Salary,,Yes,no,,,123000,265500,511500,"388,500",,55,1.316602317,,,,,,,,,,,,,
04/01/2025 23:10,1,Receptionist,2,170000,220000,"Investments (fixed deposits, stocks etc), Salary",,No,no,,,34000,61000,125000,"95,000",,49,1.315789474,,,,,,,,,,,,,
10/01/2025 19:40,0,,4,150000,160000,"Investments (fixed deposits, stocks etc), Salary",,No,no,,,10000,132500,17500,"142,500",,39,0.122807018,,,,,,,,,,,,,
30/12/2024 12:23,0,,2,120000,170000,"Salary, Commission",pension,Yes,no,,,22000,81000,67000,"103,000",,39,0.650485437,,,,,,,,,,,,,
27/12/2024 20:51,0,,2,75000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,59000,195500,25500,"254,500",,48,0.100196464,,,,,,,,,,,,,
04/01/2025 23:06,1,lawyer,2,180000,1800000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,279000,267500,1253500,"546,500",,32,2.2936871,,,,,,,,,,,,,
30/12/2024 12:44,1,storekeeper,4,200000,300000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,18000,217000,65000,"235,000",,49,0.276595745,,,,,,,,,,,,,
04/01/2025 23:06,1,Deputy Shop Manager,3,160000,280000,"Salary, Investments, Self-owned business",pension,Yes,no,,,48000,219000,13000,"267,000",,24,0.048689139,,,,,,,,,,,,,
30/12/2024 12:18,1,Varnisher,2,75000,220000,"Salary, Commission",pension,Yes,no,,,26000,180500,13500,"206,500",,47,0.065375303,,,,,,,,,,,,,
30/12/2024 12:18,1,Insurance Executive,3,140000,1300000,"Salary, Investments, Freelancing",pension,Yes,no,,,250000,321500,728500,"571,500",,47,1.274715661,,,,,,,,,,,,,
30/12/2024 12:34,1,small grocery shop,3,60000,600000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,49000,236500,314500,"285,500",,36,1.101576182,,,,,,,,,,,,,
30/12/2024 12:30,1,Model,3,140000,190000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,44000,108000,38000,"152,000",,44,0.25,,,,,,,,,,,,,
30/12/2024 13:03,1,Fashion Designer,5,200000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,23000,161500,15500,"184,500",,25,0.08401084,,,,,,,,,,,,,
10/01/2025 19:40,1,Varnisher,4,150000,150000,"Salary, Commission, Investments",,Yes,no,,,28500,94000,27500,"122,500",,49,0.224489796,,,,,,,,,,,,,
30/12/2024 12:44,1,Stock Broker,6,15000,220000,"Salary, ",pension,Yes,no,,,52000,157500,10500,"209,500",,26,0.050119332,,,,,,,,,,,,,
30/12/2024 12:18,0,,3,180000,220000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,39000,139000,42000,"178,000",,28,0.235955056,,,,,,,,,,,,,
30/12/2024 12:26,1,lawyer,4,170000,180000,"Salary, Investments, Rental income",pension,Yes,no,,,22500,95500,62000,"118,000",,55,0.525423729,,,,,,,,,,,,,
30/12/2024 12:48,1,Restaurant Manager,3,125000,150000,"Salary, Pension",,Yes,no,,,36500,84500,29000,"121,000",,29,0.239669421,,,,,,,,,,,,,
29/12/2024 17:00,0,,4,60000,280000,"Salary, Investments, Self-owned business",,Yes,no,,,56000,196500,27500,"252,500",,55,0.108910891,,,,,,,,,,,,,
04/01/2025 23:53,1,Senior Civil Engineer,2,60000,140000,"Salary, Investments, Rental income",pension,Yes,no,,,23000,105000,12000,"128,000",,33,0.09375,,,,,,,,,,,,,
30/12/2024 12:37,1,Insurance Manager,2,150000,250000,"Salary, Investments, Rental income",,Yes,no,,,64000,90000,96000,"154,000",,46,0.623376623,,,,,,,,,,,,,
30/12/2024 12:44,1,Retired production manager,4,180000,420000,"Salary, Investments, Self-owned business",pension,Yes,no,,,97000,169500,153500,"266,500",,28,0.575984991,,,,,,,,,,,,,
10/01/2025 19:40,1,Customer Rel. Manager,2,150000,270000,"Salary, Commission, Investments",,Yes,no,,,62000,164000,44000,"226,000",,56,0.194690265,,,,,,,,,,,,,
29/12/2024 17:12,1,Material technician,2,300000,1800000,"Freelancing, Brand endorsements",pension,Yes,no,,,120000,331000,1349000,"451,000",,27,2.99113082,,,,,,,,,,,,,
27/12/2024 20:51,0,,3,100000,160000,"Freelancing, Brand endorsements",,Yes,no,,,21500,120500,18000,"142,000",,54,0.126760563,,,,,,,,,,,,,
27/12/2024 20:51,1,Make-Up Artist,2,140000,430000,"Freelancing, Brand endorsements",pension,Yes,no,,,53000,118500,258500,"171,500",,47,1.50728863,,,,,,,,,,,,,
30/12/2024 12:30,0,none,4,75000,350000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,74000,151000,125000,"225,000",,34,0.555555556,,,,,,,,,,,,,
04/01/2025 23:53,1,Senior civil Engineer,3,150000,250000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,40000,171000,39000,"211,000",,43,0.184834123,,,,,,,,,,,,,
14/12/2024 15:04,1,Tyre Fitter,2,180000,180000,Salary,,Yes,no,,,23000,63000,94000,"86,000",,45,1.093023256,,,,,,,,,,,,,
30/12/2024 12:30,1,Environment specialist,3,160000,240000,"Salary, Pension",,Yes,no,,,60000,140500,39500,"200,500",,57,0.197007481,,,,,,,,,,,,,
30/12/2024 12:26,1,contract construction worker,4,75000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,64000,126000,10000,"190,000",,28,0.052631579,,,,,,,,,,,,,
13/12/2024 15:15,1,Technologist,4,140000,210000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,72000,89000,49000,"161,000",,41,0.304347826,,,,,,,,,,,,,
10/01/2025 19:40,1,HR Manager,1,200000,200000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,yes,54000,33500,,,112500,,"87,500",56,1.285714286,,,,,,,,,,,,,
29/12/2024 17:12,0,unemployed,2,50000,350000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,67000,148500,134500,"215,500",,43,0.62412993,,,,,,,,,,,,,
,1,Production Manager,5,130000,220000,"Salary, Self-owned business",,No,no,,,53000,148000,19000,"201,000",,59,0.094527363,,,,,,,,,,,,,
30/12/2024 12:26,0,,4,120000,150000,"Salary, Freelancing",pension,Yes,no,,,21500,104500,24000,"126,000",,49,0.19047619,,,,,,,,,,,,,
19/12/2024 15:00,1,Stock Broker,3,140000,250000,"Salary, Investments, Self-owned business",pension,Yes,no,,,47000,174500,28500,"221,500",,32,0.128668172,,,,,,,,,,,,,
30/12/2024 12:26,1,retail store,2,130000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,34000,106500,9500,"140,500",,20,0.067615658,,,,,,,,,,,,,
05/01/2025 00:25,1,Sales executive,4,140000,210000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,,24000,148500,37500,"172,500",,58,0.217391304,,,,,,,,,,,,,
13/12/2024 14:43,1,Senior Civil Engineer,4,1500000,1500000,"Salary, Pension",pension,No,no,,,89000,364500,1046500,"453,500",,49,2.307607497,,,,,,,,,,,,,
30/12/2024 12:34,1,Draftsman,3,140000,220000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,26000,115000,79000,"141,000",,23,0.560283688,,,,,,,,,,,,,
04/01/2025 22:47,1,Deputy General Manager (Construction),2,160000,450000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,96000,185000,169000,"281,000",,27,0.601423488,,,,,,,,,,,,,
10/01/2025 19:40,1,Vehicle Body Repairer,2,150000,160000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,10500,93000,56500,"103,500",,54,0.54589372,,,,,,,,,,,,,
10/01/2025 19:40,1,Draftsperson,2,130000,170000,"Salary, Commission, Investments",pension,Yes,no,,,19000,97000,54000,"116,000",,27,0.465517241,,,,,,,,,,,,,
04/01/2025 23:06,1,Deputy General Manager (Construction),1,15000,15000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,yes,6500,8500,,,0,,"15,000",36,0,,,,,,,,,,,,,
30/12/2024 13:03,1,Environment specialist,3,180000,350000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,60000,147500,142500,"207,500",,36,0.686746988,,,,,,,,,,,,,
13/12/2024 15:19,1,Design Engineer,3,125000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,36000,106000,8000,"142,000",,53,0.056338028,,,,,,,,,,,,,
04/01/2025 22:30,1,Stagehand,3,150000,150000,"Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,22000,125500,2500,"147,500",,54,0.016949153,,,,,,,,,,,,,
04/01/2025 23:46,1,contract construction worker,4,1000000,1000000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,159000,399500,441500,"558,500",,20,0.790510295,,,,,,,,,,,,,
30/12/2024 12:34,1,Housewife,2,160000,160000,"Salary, Pension",pension,Yes,no,,,39000,90500,30500,"129,500",,34,0.235521236,,,,,,,,,,,,,
05/01/2025 00:09,1,Car Salesman,1,150000,150000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,yes,37500,41000,,,71500,,"78,500",58,0.910828025,,,,,,,,,,,,,
30/12/2024 12:37,1,Insurance Executive,4,15000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,32000,157500,10500,"189,500",,20,0.055408971,,,,,,,,,,,,,
04/01/2025 22:30,1,Sound Engineer,5,60000,160000,"Salary, Pension",pension,No,no,,,39500,111500,9000,"151,000",,29,0.059602649,,,,,,,,,,,,,
04/01/2025 23:39,1,Quality Inspector,4,160000,430000,"Salary, Investments, Self-owned business",pension,Yes,no,,,56000,286000,88000,"342,000",,29,0.257309942,,,,,,,,,,,,,
27/12/2024 20:57,0,,3,50000,170000,"Salary, Investments, Freelancing",,Yes,no,,,31000,82000,57000,"113,000",,20,0.504424779,,,,,,,,,,,,,
27/12/2024 19:50,1,Businessman,4,180000,230000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,68000,147500,14500,"215,500",,22,0.067285383,,,,,,,,,,,,,
29/12/2024 17:15,1,lawyer,4,120000,220000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,67000,133500,19500,"200,500",,32,0.097256858,,,,,,,,,,,,,
30/12/2024 12:23,1,Stock Broker,5,140000,180000,"Salary, Pension",pension,Yes,no,,,11500,155000,13500,"166,500",,50,0.081081081,,,,,,,,,,,,,
30/12/2024 12:26,1,retail store,2,125000,140000,"Salary, Freelancing",,Yes,no,,,37000,75000,28000,"112,000",,34,0.25,,,,,,,,,,,,,
30/12/2024 12:30,1,HR Manager,4,180000,180000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,26000,149000,5000,"175,000",,49,0.028571429,,,,,,,,,,,,,
30/12/2024 13:03,1,Stagehand,2,60000,130000,"Salary, Investments, Self-owned business",pension,Yes,no,,,39000,50500,40500,"89,500",,23,0.452513966,,,,,,,,,,,,,
30/12/2024 12:48,1,Draftsperson,2,140000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,37500,85500,37000,"123,000",,56,0.300813008,,,,,,,,,,,,,
30/12/2024 12:37,1,Maintenance Engineer,3,1500000,1750000,"Salary, Investments, Self-owned business",,Yes,no,,,214000,297500,1238500,"511,500",,40,2.421309873,,,,,,,,,,,,,
,1,Project Manager,3,160000,300000,"Salary, Investments",,Yes,no,,,69000,119000,112000,"188,000",,31,0.595744681,,,,,,,,,,,,,
04/01/2025 23:06,1,Cashier,3,170000,330000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,,99000,182000,49000,"281,000",,32,0.174377224,,,,,,,,,,,,,
30/12/2024 12:34,0,,4,140000,140000,"Salary, Self-owned business",,Yes,no,,,24000,104000,12000,"128,000",,39,0.09375,,,,,,,,,,,,,
13/12/2024 14:43,1,Deputy General Manager (Construction),2,150000,150000,"Salary, Business profits",,Yes,no,,,18500,92000,39500,"110,500",,30,0.357466063,,,,,,,,,,,,,
30/12/2024 13:03,0,,2,110000,170000,"Salary, Pension",pension,Yes,no,,,28500,131000,10500,"159,500",,48,0.065830721,,,,,,,,,,,,,
04/01/2025 23:46,1,Technical officer,3,250000,250000,Salary,pension,Yes,no,,,74000,124500,51500,"198,500",,22,0.259445844,,,,,,,,,,,,,
04/01/2025 23:46,1,Sound Engineer,2,200000,200000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,15000,109000,76000,"124,000",,48,0.612903226,,,,,,,,,,,,,
30/12/2024 12:59,1,Store keeper,4,130000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,62000,101500,36500,"163,500",,46,0.22324159,,,,,,,,,,,,,
04/01/2025 22:47,1,Sales Manager,4,120000,300000,"Salary, Freelancing",,No,no,,,17000,237500,45500,"254,500",,33,0.178781925,,,,,,,,,,,,,
10/01/2025 19:40,1,Director engineering,2,160000,190000,"Freelancing, Brand endorsements",,Yes,no,,,41000,116000,33000,"157,000",,27,0.210191083,,,,,,,,,,,,,
04/01/2025 23:10,1,Sales executive,2,65000,450000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,,65000,122500,262500,"187,500",,52,1.4,,,,,,,,,,,,,
30/12/2024 12:37,1,Civil Engineer,2,150000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,12500,112000,25500,"124,500",,53,0.204819277,,,,,,,,,,,,,
30/12/2024 12:34,1,Vehicle Body Repairer,2,160000,160000,"Freelancing, Brand endorsements",pension,Yes,no,,,18500,97500,44000,"116,000",,24,0.379310345,,,,,,,,,,,,,
10/01/2025 19:40,1,Production Manager,2,140000,140000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,23500,64000,52500,"87,500",,22,0.6,,,,,,,,,,,,,
30/12/2024 12:44,1,Designer,4,170000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,15000,151500,3500,"166,500",,21,0.021021021,,,,,,,,,,,,,
30/12/2024 12:26,1,Hotel Manager,2,130000,210000,"Salary, Pension",pension,Yes,no,,,64000,108000,38000,"172,000",,21,0.220930233,,,,,,,,,,,,,
30/12/2024 12:48,1,Senior Civil Engineer,2,15000,90000,"Salary, Investments, Self-owned business",pension,Yes,no,,,9000,80000,1000,"89,000",,51,0.011235955,,,,,,,,,,,,,
30/12/2024 12:30,1,Technical officer,3,180000,230000,Salary,,Yes,no,,,72000,98500,59500,"170,500",,36,0.348973607,,,,,,,,,,,,,
30/12/2024 12:30,1,Sales representative,3,15000,220000,"Salary, Pension",pension,Yes,no,,,79000,107000,34000,"186,000",,43,0.182795699,,,,,,,,,,,,,
10/01/2025 19:40,1,mason,5,160000,300000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,,31000,188000,81000,"219,000",,48,0.369863014,,,,,,,,,,,,,
27/12/2024 20:51,1,Cashier,4,55000,220000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,79000,99500,41500,"178,500",,49,0.232492997,,,,,,,,,,,,,
14/12/2024 15:18,1,Stagehand,1,120000,120000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,yes,11000,49000,,,60000,,"60,000",29,1,,,,,,,,,,,,,
30/12/2024 13:03,0,none,4,160000,300000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,44000,240000,16000,"284,000",,45,0.056338028,,,,,,,,,,,,,
13/12/2024 14:35,1,Senior civil Engineer,4,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,115000,388500,996500,"503,500",,27,1.979145978,,,,,,,,,,,,,
04/01/2025 22:47,1,senior graduate teacher,4,120000,160000,"Salary, Investments, Self-owned business",,Yes,no,,,21500,108000,30500,"129,500",,56,0.235521236,,,,,,,,,,,,,
27/12/2024 20:57,1,Junior Sales Representative,3,140000,170000,Salary,,Yes,no,,,34500,89000,46500,"123,500",,58,0.376518219,,,,,,,,,,,,,
30/12/2024 12:26,0,,4,130000,160000,"Salary, Investments, Self-owned business",pension,Yes,no,,,18500,112000,29500,"130,500",,35,0.22605364,,,,,,,,,,,,,
