Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,,risk proxy return,Investment type
30/12/2024 12:26,1,software engineer,4,140000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10 000,180 000,,No,45000,"25,000",28,0.32142857142857145,General Finance,Consult a financial advisor,,68.12652694,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,0,Retired,4,80000,140 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000","20,000",140 000,,No,400000,20000,38,5,General Finance,Consult a financial advisor,,70.27667995,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:48,1,IT Manager,5,150000,"180,000","Salary, Pension",pension,Yes,no,,"90,000",14000,"220,000",,No,45000,280 000,50,0.3,General Finance,Consult a financial advisor,,61.0967715,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Businessman,2,180000,280000,"Salary, Pension",pension,Yes,no,,"90,000",30000,"150,000",,No,15000,"60,000",36,0.083333333,General Finance,Consult a financial advisor,,58.23959132,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
04/01/2025 23:39,1,software engineer,1,180000,"180,000","Salary, Commission, Investments",,Yes,yes,39000,"90,000",10 000,"50,000",,No,150000,"200,000",59,0.8333333333333334,General Finance,Consult a financial advisor,,64.94799265,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,Supervisor,4,85000,"450,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,"10,000",65000,,No,45000,50000,50,0.5294117647058824,General Finance,Consult a financial advisor,,58.24213894,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
05/01/2025 00:25,1,Senior project Manager,1,130000,"130,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,yes,10500,"90,000",10 000,"80,000",,yes,35000,"60,000",59,0.2692307692307692,General Finance,Consult a financial advisor,,59.6569876,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
29/12/2024 17:00,1,small grocery shop,4,15000,140000,"Salary, Investments, Self-owned business",,Yes,no,,"90,000",10 000,200000,,No,1000000,"75,000",30,66.66666666666667,General Finance,Consult a financial advisor,,81.50221065,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 13:03,1,trainee merchandiser,3,65000,"140,000","Salary, Commission",,Yes,no,,"90,000",10000,150 000,,No,45000,"150,000",40,0.6923076923076923,General Finance,Consult a financial advisor,,67.40456767,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:06,1,Mechanical Engineer,3,150000,400000,Salary,Theater gigs,No,no,,"90,000",10 000,85000,,No,35000,500000,54,0.23333333333333334,General Finance,Consult a financial advisor,,61.73692694,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Material Engineer,2,150000,"240,000","Investments (fixed deposits, stocks etc), Salary",,No,no,,"90,000","10,000",150000,,No,5000,40000,22,0.033333333,General Finance,Consult a financial advisor,,63.5059416,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
30/12/2024 12:30,1,Receptionist,4,120000,240 000,"Salary, Commission",pension,No,no,,"90,000",13000,"90,000",,No,90000,80 000,51,0.75,General Finance,Consult a financial advisor,,61.77317264,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
27/12/2024 20:54,1,Compliance Specialist,4,200000,200000,"Salary, Investments, Rental income",pension,Yes,no,,"90,000",18000,"150,000",,No,5000,60 000,26,0.025,General Finance,Consult a financial advisor,,61.93398081,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
04/01/2025 23:06,1,contract construction worker,4,130000,160 000,"Salary, Pension",Supplier deals,Yes,no,,"90,000",14000,150000,,No,60000,"8,000",27,0.46153846153846156,General Finance,Consult a financial advisor,,69.56349541,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,IT Manager,3,130000,"180,000","Freelancing, Brand endorsements",pension,Yes,no,,15000,100000,225000,,No,40000,65 000,52,0.3076923076923077,General Finance,Consult a financial advisor,,51.10828839,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:53,1,Customer Rel. Manager,3,75000,160 000,"Salary, Freelancing",,Yes,no,,"90,000",18 000,170000,,no,500000,"60,000",58,6.666666666666667,General Finance,Consult a financial advisor,,70.47010761,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:39,1,Chemist,3,170000,"250,000","Salary, Commission, Investments",pension,Yes,no,,"25,000","10,000",120000,,No,15000,80 000,57,0.088235294,General Finance,Consult a financial advisor,,57.68606608,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
,1,Photographer,3,80000,"180,000","Self-owned business, Freelancing",Wedding photography,Yes,no,,,"18,000","100,000",,No,35000,"60,000",24,0.4375,General Finance,Consult a financial advisor,,65.20333688,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
05/01/2025 00:09,1,Structural design engineer,2,160000,"400,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","20,000","75,000",,No,45000,"60,000",43,0.28125,General Finance,Consult a financial advisor,,57.49091219,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:30,1,Finance Manager,3,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,"90,000",18000,150 000,,Difficulty in saving,60000,280 000,57,0.04,General Finance,Consult a financial advisor,,58.60962271,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,1,Lawer,2,160000,"200,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","18,000","90,000",,No,300000,25000,44,1.875,General Finance,Consult a financial advisor,,63.57375232,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 20:51,0,,2,110000,"110,000",Freelancing,pension,Yes,no,,"90,000",10 000,"160,000",,No,75000,"90,000",50,0.6818181818181818,General Finance,Consult a financial advisor,,62.01021726,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,0,,3,150000,200000,"Salary, Pension",pension,Yes,no,,"90,000","12,000",170000,,No,60000,"90,000",57,0.4,General Finance,Consult a financial advisor,,61.68184951,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:06,1,Sales representative,4,130000,160 000,Salary,,Yes,no,,"90,000",10 000,"180,000",,No,30000,30 000,22,0.23076923076923078,General Finance,Consult a financial advisor,,69.66426906,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,1,E-Commerce Specialist,4,120000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",12000,75000,,No,65000,"60,000",48,0.5416666666666666,General Finance,Consult a financial advisor,,61.22731757,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Supervisor,3,160000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000","10,000","150,000",,No,1000000,25000,30,6.25,General Finance,Consult a financial advisor,,71.65463154,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:12,1,Maintenance Engineer,2,140000,1800000,"Salary, Investments, Commission",pension,Yes,no,,"90,000",10 000,"150,000",,No,5000,30 000,27,0.035714286,General Finance,Consult a financial advisor,,64.96410372,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
04/01/2025 23:46,1,Senior insurance Executive,2,140000,"140,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",25 000,150 000,,No,45000,170000,26,0.32142857142857145,General Finance,Consult a financial advisor,,70.52652694,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Dancer,3,15000,"280,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","20,000",130000,,No,5000,"85,000",44,0.3333333333333333,General Finance,Consult a financial advisor,,61.89599629,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:23,1,Workshop manager,4,140000,200000,"Salary, Pension",,Yes,no,,"90,000",10 000,"150,000",,No,60000,"90,000",24,0.42857142857142855,General Finance,Consult a financial advisor,,71.2548585,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:48,1,Varnisher,4,130000,"160,000","Salary, Freelancing",pension,Yes,no,,"90,000",18 000,180000,,no,5000,70 000,26,0.038461538461538464,General Finance,Consult a financial advisor,,65.09981666,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,1,Forman (Government),4,120000,270000,"Freelancing, Brand endorsements",,Yes,no,,"90,000",110000,80000,,No,5000,"90,000",30,0.041666666666666664,General Finance,Consult a financial advisor,,30.34832972,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:39,1,Sales Manager,2,1500000,"1,500,000","Salary, Investments, Self-owned business",,Yes,no,,60000,25 000,85 000,,No,45000,40000,22,0.03,General Finance,Consult a financial advisor,,66.00275189,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
04/01/2025 22:47,1,retail store,4,60000,270000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",12000,75000,,No,47000,"90,000",45,0.7833333333333333,General Finance,Consult a financial advisor,,62.13414898,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:44,1,Management assistant,2,150000,250000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",10000,170000,,No,47000,"8,000",48,0.31333333333333335,General Finance,Consult a financial advisor,,64.30248292,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 13:03,1,contract construction worker,3,200000,900000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000","20,000",90 000,,No,60000,"40,000",52,0.3,General Finance,Consult a financial advisor,,62.44091395,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 23:39,1,Structural design engineer,2,140000,"140,000",Salary,,Yes,no,,"90,000",12 000,150 000,,No,5000,400000,35,0.035714286,General Finance,Consult a financial advisor,,59.96410372,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
10/01/2025 19:40,1,merchandiser,4,160000,"300,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",14000,"200,000",,No,8000,"90,000",34,0.05,General Finance,Consult a financial advisor,,59.50030119,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:37,1,Stock Broker,2,15000,"130,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,25 000,"10,000",150000,,No,45000,300000,21,3,General Finance,Consult a financial advisor,,73.09402457,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,Product Owner,2,130000,170000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","18,000","140,000",,No,47000,60 000,32,0.36153846153846153,General Finance,Consult a financial advisor,,63.2366031,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:37,1,mason,2,130000,"180,000","Investments (fixed deposits, stocks etc), Salary",pension,No,no,,"90,000",10 000,"150,000",,No,65000,80 000,39,0.5,General Finance,Consult a financial advisor,,66.63408412,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
,1,Administrative Worker,3,160000,300000,"Salary, ",Consulting,No,no,,"90,000",12000,150 000,,yes,50000,400000,45,0.3125,General Finance,Consult a financial advisor,,65.48801635,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
29/12/2024 17:15,1,software engineer,2,150000,150000,"Salary, Freelancing",pension,Yes,no,,"90,000",15 000,"150,000",,No,125000,50 000,33,0.8333333333333334,General Finance,Consult a financial advisor,,67.94107867,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
29/12/2024 17:15,1,contract construction worker,4,500000,140 000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,,,No,40000,65000,23,0.08,General Finance,Consult a financial advisor,,67.62579945,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
29/12/2024 17:12,1,merchandiser,1,120000,120000,Salary,,Yes,yes,20000,"90,000",12000,"80,000",,No,45000,500000,34,0.375,General Finance,Consult a financial advisor,,65.88406854,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
27/12/2024 20:57,1,Hotel Manager,5,130000,270000,Freelancing,pension,Yes,no,,"90,000",13000,150000,,No,60000,"90,000",42,0.46153846153846156,General Finance,Consult a financial advisor,,62.29682874,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 13:03,1,Technical officer,1,120000,"120,000","Salary, Commission, Investments",pension,No,yes,16500,"90,000",13000,"50,000",,No,50000,80000,51,0.4166666666666667,General Finance,Consult a financial advisor,,63.1543276,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
05/01/2025 00:18,1,Quality Inspector,3,180000,200 000,"Salary, Investments, Rental income",pension,Yes,no,,"90,000","22,000",200000,,yes,400000,65000,38,2.2222222222222223,General Finance,Consult a financial advisor,,68.17964615,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:26,1,senior chemist,4,125000,150 000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",15 000,150 000,,No,20000,65 000,25,0.16,General Finance,Consult a financial advisor,,66.31562516,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
29/12/2024 17:15,1,HR Manager,2,55000,"200,000","Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",10 000,200000,,No,70000,30000,31,1.2727272727272727,General Finance,Consult a financial advisor,,69.06281944,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:30,1,Complaints Dept. Clerk,4,140000,"260,000","Salary, Freelancing",pension,Yes,no,,"90,000",10 000,180 000,,No,60000,70 000,23,0.42857142857142855,General Finance,Consult a financial advisor,,71.2548585,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:48,1,Secretary,2,60000,160000,Salary,,Yes,no,,,12000,80000,,No,35000,40000,59,0.5833333333333334,General Finance,Consult a financial advisor,,60.93032479,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,Workshop manager,4,150000,150000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",10 000,150000,,No,500000,"90,000",32,3.3333333333333335,General Finance,Consult a financial advisor,,69.03052864,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 11:41,1,Business,4,1500000,1800000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,50000,350000,,No,1000000,1000000,27,0.6666666666666666,General Finance,Consult a financial advisor,,69.68750495,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Marketing Manager,2,65000,430000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",5000,180000,,No,45000,30 000,22,0.6923076923076923,General Finance,Consult a financial advisor,,69.44901212,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:47,1,Stagehand,3,160000,190000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000","18,000",70 000,,No,40000,65 000,35,0.25,General Finance,Consult a financial advisor,,64.92937555,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:18,0,unemployed,3,160000,420000,"Salary, Investments, Rental income",,Yes,no,,"90,000","30,000",170000,,No,500000,50000,45,3.125,General Finance,Consult a financial advisor,,67.72321992,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:23,0,none,4,120000,"120,000","Salary, Commission",pension,Yes,no,,"90,000",12000,200000,,No,47000,"50,000",47,0.39166666666666666,General Finance,Consult a financial advisor,,64.79561163,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,1,merchandiser,2,180000,"180,000","Salary, Investments, Rental income",pension,Yes,no,,"90,000",10 000,140 000,,No,25000,65 000,44,0.1388888888888889,General Finance,Consult a financial advisor,,63.50595991,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
10/01/2025 19:40,1,Expert Shop Assistant,2,150000,380000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,"90,000",12 000,180 000,,No,50000,70 000,26,0.3333333333333333,General Finance,Consult a financial advisor,,70.63469792,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,0,,3,15000,"250,000","Salary, Investments, Commission",pension,Yes,no,,"90,000",110000,160000,,No,5000,"90,000",23,0.3333333333333333,General Finance,Consult a financial advisor,,56.22291937,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Nurse,4,130000,190000,"Salary, Self-owned business",,Yes,no,,"90,000","12,000",140000,,No,55000,75000,24,0.4230769230769231,General Finance,Consult a financial advisor,,69.49420078,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,assistant ,4,200000,170 000,"Salary, Commission",,Yes,no,,"90,000",16000,140000,,No,50000,70000,36,0.25,General Finance,Consult a financial advisor,,62.70709939,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:30,1,Office Manager,2,150000,220 000,"Freelancing, Brand endorsements",,No,no,,"90,000",10 000,"180,000",,No,40000,20000,40,0.26666666666666666,General Finance,Consult a financial advisor,,62.67303209,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:59,1,Brand Manager,4,80000,"120,000","Salary, Pension",Consulting,No,no,,,50000,190000,,No,40000,130000,52,0.5,General Finance,Consult a financial advisor,,58.29499808,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
13/12/2024 14:55,1,Workshop manager,5,160000,160000,"Salary, Self-owned business",,Yes,no,,40 000,20 000,"80,000",,Yes,120000,"40,000",24,0.75,General Finance,Consult a financial advisor,,72.67977583,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
04/01/2025 22:30,1,Environment specialist,4,140000,170 000,Salary,,Yes,no,,"90,000",10 000,190000,,No,40000,80000,21,0.2857142857142857,General Finance,Consult a financial advisor,,70.22833409,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:30,1,Window Dresser,2,110000,180000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",35000,170000,,No,45000,60 000,39,0.4090909090909091,General Finance,Consult a financial advisor,,59.57243073,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:34,1,General manager,2,170000,900000,"Salary, Commission",pension,Yes,no,,"90,000",25 000,300000,,No,2000,"90,000",46,0.011764705882352941,General Finance,Consult a financial advisor,,57.33477324,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Technologist,3,75000,"75,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","20,000",180000,,No,50000,60 000,37,0.6666666666666666,General Finance,Consult a financial advisor,,62.69417198,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 13:03,1,CSR Specialist,4,130000,"200,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",12000,150000,,No,70000,90 000,33,0.5384615384615384,General Finance,Consult a financial advisor,,65.22288668,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:26,1,trainee merchandiser,3,1000000,200 000,"Salary, Investments, Freelancing",pension,Yes,no,,"90,000","18,000","200,000",,No,70000,"250,000",44,0.07,General Finance,Consult a financial advisor,,60.82551947,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:48,1,Maintenance Engineer,3,130000,230000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"90,000",35 000,80 000,,No,60000,"90,000",37,0.46153846153846156,General Finance,Consult a financial advisor,,66.43016208,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:23,1,Electrical Engineering Tech,4,1500000,1800000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,"90,000",10 000,190000,,No,70000,60 000,27,0.046666667,General Finance,Consult a financial advisor,,66.93480776,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
,1,Betting Clerk,1,50000,50000,Salary,,No,yes,6000,30 000,,,,Yes,8000,20 000,32,0.16,General Finance,Consult a financial advisor,,63.31910175,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
13/12/2024 14:46,1,Dancer,2,55000,500000,Salary,pension,Yes,no,,35 000,"18,000","140,000",,yes,40000,60000,56,0.7272727272727273,General Finance,Consult a financial advisor,,61.95332507,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:23,1,Supervisor,2,130000,380000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",13000,150000,,No,45000,"8,000",28,0.34615384615384615,General Finance,Consult a financial advisor,,66.56391345,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:59,1,Forman (Government),4,60000,"160,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"100,000",10 000,230000,,No,15000,60 000,38,0.25,General Finance,Consult a financial advisor,,64.62006085,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
30/12/2024 12:18,1,Draftsman,4,160000,230000,"Freelancing, Brand endorsements",pension,Yes,no,,"90,000",22 000,,,No,50000,"80,000",34,0.3125,General Finance,Consult a financial advisor,,63.08801635,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
27/12/2024 20:51,1,software engineer,2,140000,900000,"Salary, Investments, Self-owned business",pension,Yes,no,,"90,000",10 000,"220,000",,No,70000,60000,25,0.5,General Finance,Consult a financial advisor,,71.64512696,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:18,1,Warehouse Manager,4,65000,320000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,"35,000",10 000,90 000,,No,140000,"90,000",26,2.1538461538461537,General Finance,Consult a financial advisor,,75.47697882,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
05/01/2025 00:18,1,Tyre Fitter,2,160000,1300000,"Salary, Pension",pension,Yes,no,,"90,000",13000,140000,,No,140000,170000,43,0.875,General Finance,Consult a financial advisor,,66.2085555,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:59,1,Postmaster,2,170000,420000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000",10000,150 000,,No,55000,40 000,28,0.3235294117647059,General Finance,Consult a financial advisor,,68.1890712,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
10/01/2025 19:40,1,Technologist,4,120000,"180,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,"90,000",10 000,110000,,No,200000,75000,33,1.6666666666666667,General Finance,Consult a financial advisor,,69.71033212,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
27/12/2024 20:51,0,,2,120000,280000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,"90,000",15000,"150,000",,No,8000,"50,000",40,0.066666667,General Finance,Consult a financial advisor,,59.45376379,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver"
29/12/2024 17:00,0,,3,150000,1800000,"Salary, Pension",,Yes,no,,"90,000",10 000,150000,,No,5000,75000,59,0.033333333,General Finance,Consult a financial advisor,,56.83927493,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:44,1,Tyre Fitter,2,300000,350000,"Salary, Investments, Rental income",,Yes,no,,"90,000",5000,250000,,yes,150000,60 000,31,0.5,General Finance,Consult a financial advisor,,66.35116777,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 13:03,1,Warehouse Manager,4,130000,160 000,Salary,pension,Yes,no,,"90,000",12000,130000,,No,35000,35 000,45,0.2692307692307692,General Finance,Consult a financial advisor,,63.21083375,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
04/01/2025 23:06,0,Retired,3,270000,"450,000",Salary,,Yes,no,,"90,000",35 000,90 000,,No,35000,"25,000",33,0.12962962962962962,General Finance,Consult a financial advisor,,63.4991057,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
30/12/2024 12:48,1,Junior Sales Representative,2,160000,380000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,"90,000","12,000",130000,,No,15000,50000,21,0.09375,General Finance,Consult a financial advisor,,63.22776094,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
19/12/2024 15:21,0,Retired,3,60000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000",12000,80 000,,No,150000,400000,25,2.5,General Finance,Consult a financial advisor,,75.89846672,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules"
30/12/2024 12:37,1,University Lecturer,4,100000,"280,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,"90,000","10,000","140,000",,No,5000,20 000,23,0.05,General Finance,Consult a financial advisor,,61.76575042,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits"
,1,Buying Agent,2,75000,140 000,"Salary, Commission",Supplier deals,Yes,no,,,15 000,80 000,,Yes,25000,40 000,36,0.3333333333333333,General Finance,Consult a financial advisor,,65.46398085,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner"
